,city,latitude,longitude,name,category_code,number_of_employees,founded_year,geo
213,Bellevue,47.617842,-122.20052,Smartsheet,enterprise,,2005,"{'type': 'Point', 'coordinates': [-122.20052, 47.617842]}"
214,Boulder,40.01621,-105.28131,OneRiot,advertising,32,2006,"{'type': 'Point', 'coordinates': [-105.28131, 40.01621]}"
215,Santa Monica,34.01533,-118.493592,ThisNext,social,0,2005,"{'type': 'Point', 'coordinates': [-118.493592, 34.01533]}"
216,Cambridge,42.375392,-71.118487,UpDown,web,5,2007,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}"
217,Boston,42.375219,-71.056101,Eons,network_hosting,,2005,"{'type': 'Point', 'coordinates': [-71.056101, 42.375219]}"
218,Sunnyvale,37.368594,-122.034021,MuseStorm,web,,2005,"{'type': 'Point', 'coordinates': [-122.034021, 37.368594]}"
219,Menlo Park,37.451124,-122.166264,Cuil,search,30,2005,"{'type': 'Point', 'coordinates': [-122.166264, 37.451124]}"
220,Cambridge,42.375392,-71.118487,GamerDNA,web,13,2006,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}"
221,Singapore,37.580304,-122.343679,mig33,games_video,100,2005,"{'type': 'Point', 'coordinates': [-122.343679, 37.580304]}"
222,San Francisco,37.799549,-122.306571,Data360,web,0,2006,"{'type': 'Point', 'coordinates': [-122.306571, 37.799549]}"
223,San Mateo,37.557637,-122.285714,SpeedDate,web,0,2007,"{'type': 'Point', 'coordinates': [-122.285714, 37.557637]}"
224,Berkeley,37.887864,-122.26999,Realius,games_video,3,2006,"{'type': 'Point', 'coordinates': [-122.26999, 37.887864]}"
225,Los Angeles,34.064491,-118.42749,mEgo,web,15,2005,"{'type': 'Point', 'coordinates': [-118.42749, 34.064491]}"
226,San Mateo,37.559287,-122.302262,Spoke,software,8,2002,"{'type': 'Point', 'coordinates': [-122.302262, 37.559287]}"
227,San Francisco,37.789634,-122.404052,Xobni,software,0,2006,"{'type': 'Point', 'coordinates': [-122.404052, 37.789634]}"
228,London,51.519819,-0.136174,Webjam,enterprise,18,2006,"{'type': 'Point', 'coordinates': [-0.136174, 51.519819]}"
229,San Mateo,37.566879,-122.323895,Fixya,web,30,2013,"{'type': 'Point', 'coordinates': [-122.323895, 37.566879]}"
230,Sunnyvale,37.384239,-122.012475,Tripwiser,web,0,2006,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}"
231,Philadelphia,39.956259,-75.194657,Styky,mobile,3,2003,"{'type': 'Point', 'coordinates': [-75.194657, 39.956259]}"
232,New York,40.740337,-73.993127,Empressr,public_relations,35,2006,"{'type': 'Point', 'coordinates': [-73.993127, 40.740337]}"
233,Sunnyvale,37.369195,-122.036849,EkkoTV,games_video,0,2006,"{'type': 'Point', 'coordinates': [-122.036849, 37.369195]}"
234,London,51.54236,-0.149522,Jiglu,software,3,2003,"{'type': 'Point', 'coordinates': [-0.149522, 51.54236]}"
235,,-37.797384,175.2604,Type-Any-Circle-Of-Six,web,0,2006,"{'type': 'Point', 'coordinates': [175.2604, -37.797384]}"
236,New York,40.756799,-73.976348,Worklight,mobile,30,2006,"{'type': 'Point', 'coordinates': [-73.976348, 40.756799]}"
237,San Francisco,37.779558,-122.393041,GroupSwim,software,9,2005,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}"
238,Mountain View,37.401355,-122.104099,SueEasy,web,6,2007,"{'type': 'Point', 'coordinates': [-122.104099, 37.401355]}"
239,Seattle,47.620716,-122.347533,Moz,search,130,2002,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}"
240,San Francisco,37.792262,-122.403486,Vestopia,web,,2007,"{'type': 'Point', 'coordinates': [-122.403486, 37.792262]}"
241,San Francisco,37.765125,-122.4044034,3Jam,mobile,,2005,"{'type': 'Point', 'coordinates': [-122.4044034, 37.765125]}"
242,Montreal,45.500277,-73.560084,Mobivox,mobile,,2007,"{'type': 'Point', 'coordinates': [-73.560084, 45.500277]}"
243,Redwood City,37.502742,-122.211281,Grouply,network_hosting,6,2006,"{'type': 'Point', 'coordinates': [-122.211281, 37.502742]}"
244,Seattle,47.603015,-122.335668,DocuSign,software,,2003,"{'type': 'Point', 'coordinates': [-122.335668, 47.603015]}"
245,San Francisco,37.775196,-122.419204,Wikinvest,web,,2006,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
246,Mountain View,37.39248,-122.072612,FriendFeed,web,,2007,"{'type': 'Point', 'coordinates': [-122.072612, 37.39248]}"
247,Palo Alto,37.557637,-122.285714,Zimbra,enterprise,200,2003,"{'type': 'Point', 'coordinates': [-122.285714, 37.557637]}"
248,Berkeley,37.862209,-122.298168,earthmine,enterprise,30,2006,"{'type': 'Point', 'coordinates': [-122.298168, 37.862209]}"
249,Boston,42.354022,-71.140762,Gazelle,ecommerce,,2006,"{'type': 'Point', 'coordinates': [-71.140762, 42.354022]}"
250,,32.856744,-117.20717,RecipeMatcher,web,2,2007,"{'type': 'Point', 'coordinates': [-117.20717, 32.856744]}"
251,San Francisco,37.856331,-122.495222,Whiskey Media,web,12,2007,"{'type': 'Point', 'coordinates': [-122.495222, 37.856331]}"
252,,37.408826,-122.29522,Confabb,web,,2006,"{'type': 'Point', 'coordinates': [-122.29522, 37.408826]}"
253,New York,40.781159,-73.978332,RayV,games_video,,2005,"{'type': 'Point', 'coordinates': [-73.978332, 40.781159]}"
254,Palo Alto,37.443058,-122.161674,Uptake,web,,2008,"{'type': 'Point', 'coordinates': [-122.161674, 37.443058]}"
255,Madrid,40.530724,-3.632687,Fon,mobile,100,2006,"{'type': 'Point', 'coordinates': [-3.632687, 40.530724]}"
256,Mountain View,37.386175,-122.083487,Polyvore,web,73,2007,"{'type': 'Point', 'coordinates': [-122.083487, 37.386175]}"
257,Mountain View,37.09024,-95.712891,23andMe,biotech,80,2006,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
258,Seattle,47.620716,-122.347533,Treemo Labs,mobile,,2005,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}"
259,Seattle,47.649027,-122.346299,AdReady,advertising,33,2006,"{'type': 'Point', 'coordinates': [-122.346299, 47.649027]}"
260,Redwood City,37.476479,-122.221717,YuMe,advertising,,2004,"{'type': 'Point', 'coordinates': [-122.221717, 37.476479]}"
261,San Francisco,37.792968,-122.40414,Blurb,ecommerce,150,2005,"{'type': 'Point', 'coordinates': [-122.40414, 37.792968]}"
262,San Francisco,37.782809,-122.394354,The Climate Corporation,cleantech,150,2006,"{'type': 'Point', 'coordinates': [-122.394354, 37.782809]}"
263,Seattle,47.5984767,-122.3331466,The Climate Corporation,cleantech,150,2006,"{'type': 'Point', 'coordinates': [-122.3331466, 47.5984767]}"
264,San Francisco,37.744274,-122.421344,Automattic,web,200,2005,"{'type': 'Point', 'coordinates': [-122.421344, 37.744274]}"
265,San Mateo,37.553743,-122.300246,Veodia,games_video,15,2006,"{'type': 'Point', 'coordinates': [-122.300246, 37.553743]}"
266,New York,40.743808,-73.983626,Tumblr,web,,2007,"{'type': 'Point', 'coordinates': [-73.983626, 40.743808]}"
267,London,51.520779,-0.10759,blinkbox,games_video,,2006,"{'type': 'Point', 'coordinates': [-0.10759, 51.520779]}"
268,New York,40.621591,-73.960717,Payoneer,other,200,2005,"{'type': 'Point', 'coordinates': [-73.960717, 40.621591]}"
269,Palo Alto,37.445326,-122.160671,EchoSign,web,100,2005,"{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}"
270,Seattle,47.610571,-122.341769,Picnik,web,,2006,"{'type': 'Point', 'coordinates': [-122.341769, 47.610571]}"
271,Berkeley,37.872222,-122.268403,TasteBook,web,,2007,"{'type': 'Point', 'coordinates': [-122.268403, 37.872222]}"
272,Brooklyn,40.6632194,-73.9800645,Simpy,web,0,2004,"{'type': 'Point', 'coordinates': [-73.9800645, 40.6632194]}"
273,Denver,39.755092,-104.988123,Buzzwire,mobile,,2007,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}"
274,San Francisco,37.772542,-122.430127,Crusher,web,3,2006,"{'type': 'Point', 'coordinates': [-122.430127, 37.772542]}"
275,Redwood City,37.486571,-122.229161,Predictify,advertising,2,2007,"{'type': 'Point', 'coordinates': [-122.229161, 37.486571]}"
276,Mountain View,37.388095,-122.08276,TrialPay,advertising,100,2006,"{'type': 'Point', 'coordinates': [-122.08276, 37.388095]}"
277,New York,40.741266,-73.990753,eXelate,advertising,,2007,"{'type': 'Point', 'coordinates': [-73.990753, 40.741266]}"
278,San Francisco,37.787249,-122.3990501,eXelate,advertising,,2007,"{'type': 'Point', 'coordinates': [-122.3990501, 37.787249]}"
279,Chicago,41.8831959,-87.6517774,eXelate,advertising,,2007,"{'type': 'Point', 'coordinates': [-87.6517774, 41.8831959]}"
280,Paris,48.8743443,2.3226888,eXelate,advertising,,2007,"{'type': 'Point', 'coordinates': [2.3226888, 48.8743443]}"
281,London,51.5150129,-0.1326786,eXelate,advertising,,2007,"{'type': 'Point', 'coordinates': [-0.1326786, 51.5150129]}"
282,,37.790992,-122.40188,Eurekster,web,0,2004,"{'type': 'Point', 'coordinates': [-122.40188, 37.790992]}"
283,Palo Alto,37.09024,-95.712891,OnLive,games_video,,2002,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
284,San Francisco,37.791733,-122.398398,Gydget,web,,2007,"{'type': 'Point', 'coordinates': [-122.398398, 37.791733]}"
285,Mountain View,37.43938,-122.158804,Gigya,enterprise,230,2006,"{'type': 'Point', 'coordinates': [-122.158804, 37.43938]}"
286,San Jose,37.332271,-122.006539,Baynote,software,80,2004,"{'type': 'Point', 'coordinates': [-122.006539, 37.332271]}"
287,Seattle,47.602873,-122.336132,GridNetworks,network_hosting,,2004,"{'type': 'Point', 'coordinates': [-122.336132, 47.602873]}"
288,San Francisco,37.787126,-122.39783,Songbird,mobile,,2006,"{'type': 'Point', 'coordinates': [-122.39783, 37.787126]}"
289,Montreal,45.545447,-73.639076,Defensio,security,3,2007,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}"
290,New York,40.757929,-73.985506,Jango,games_video,,2007,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}"
291,San Francisco,37.786906,-122.397672,Disqus,web,43,2007,"{'type': 'Point', 'coordinates': [-122.397672, 37.786906]}"
292,Seattle,47.607065,-122.335373,Pelago,mobile,,2005,"{'type': 'Point', 'coordinates': [-122.335373, 47.607065]}"
293,,38.977092,-94.370901,FilmCrave,games_video,3,2007,"{'type': 'Point', 'coordinates': [-94.370901, 38.977092]}"
294,Santa Clara,37.352309,-121.968474,Upcoming,web,3,2003,"{'type': 'Point', 'coordinates': [-121.968474, 37.352309]}"
295,New York,40.7550005,-73.9717364,Vringo,software,,2006,"{'type': 'Point', 'coordinates': [-73.9717364, 40.7550005]}"
296,Seattle,47.603327,-122.334983,Faves,web,7,2004,"{'type': 'Point', 'coordinates': [-122.334983, 47.603327]}"
297,Berlin,52.523402,13.398694,Plazes,web,15,2006,"{'type': 'Point', 'coordinates': [13.398694, 52.523402]}"
298,Cambridge,52.195668,0.130647,Evi,search,25,2005,"{'type': 'Point', 'coordinates': [0.130647, 52.195668]}"
299,Sunnyvale,37.384239,-122.012475,Minekey,web,7,2005,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}"
300,Seattle,47.649788,-122.34988,Chintano,advertising,,2005,"{'type': 'Point', 'coordinates': [-122.34988, 47.649788]}"
301,San Francisco,37.781262,-122.394958,Dipity,web,4,2007,"{'type': 'Point', 'coordinates': [-122.394958, 37.781262]}"
302,Los Angeles,33.982431,-118.426707,StreetFire,web,12,2004,"{'type': 'Point', 'coordinates': [-118.426707, 33.982431]}"
303,Mountain View,37.384717,-122.081625,Loopt,mobile,,2005,"{'type': 'Point', 'coordinates': [-122.081625, 37.384717]}"
304,Denver,39.738499,-105.158645,TrackVia,software,,2006,"{'type': 'Point', 'coordinates': [-105.158645, 39.738499]}"
305,Montreal,45.5049305,-73.5681635,Needium,enterprise,15,2010,"{'type': 'Point', 'coordinates': [-73.5681635, 45.5049305]}"
306,San Francisco,37.7726402,-122.4099154,Podaddies,advertising,,2006,"{'type': 'Point', 'coordinates': [-122.4099154, 37.7726402]}"
307,San Mateo,37.530893,-122.245087,MyBuys,advertising,120,2006,"{'type': 'Point', 'coordinates': [-122.245087, 37.530893]}"
308,Austin,30.269452,-97.742682,Springbox,web,65,2004,"{'type': 'Point', 'coordinates': [-97.742682, 30.269452]}"
309,Los Angeles,34.0065488,-118.3923578,Springbox,web,65,2004,"{'type': 'Point', 'coordinates': [-118.3923578, 34.0065488]}"
310,San Jose,37.09024,-95.712891,Optimost,software,,2001,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
311,Santa Clara,37.399208,-121.97895,Vobile,web,120,2005,"{'type': 'Point', 'coordinates': [-121.97895, 37.399208]}"
312,Seattle,47.6018824,-122.3355636,Jackson Fish Market,software,3,2006,"{'type': 'Point', 'coordinates': [-122.3355636, 47.6018824]}"
313,Santa Clara,37.385216,-121.972128,Billeo,ecommerce,,2006,"{'type': 'Point', 'coordinates': [-121.972128, 37.385216]}"
314,Santa Clara,37.4069445,-121.9797628,Billeo,ecommerce,,2006,"{'type': 'Point', 'coordinates': [-121.9797628, 37.4069445]}"
315,Seattle,47.620716,-122.347533,RealSelf,web,23,2006,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}"
316,Berkeley,37.872228,-122.244743,ThriveSmart,network_hosting,0,2006,"{'type': 'Point', 'coordinates': [-122.244743, 37.872228]}"
317,Seattle,47.603577,-122.335333,RescueTime,web,,2007,"{'type': 'Point', 'coordinates': [-122.335333, 47.603577]}"
318,Amsterdam,37.09024,-95.712891,GeoSentric,mobile,,2007,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
319,Toronto,43.670233,-79.386755,Sneakerplay,web,0,2006,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}"
320,San Francisco,37.803847,-122.402468,GameLayers,web,5,2007,"{'type': 'Point', 'coordinates': [-122.402468, 37.803847]}"
321,Seattle,47.620716,-122.347533,Zoji,web,,2004,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}"
322,New York,38.984172,-77.095965,WEbook,web,10,2007,"{'type': 'Point', 'coordinates': [-77.095965, 38.984172]}"
323,Sunnyvale,37.368594,-122.034021,Apprema,ecommerce,4,2007,"{'type': 'Point', 'coordinates': [-122.034021, 37.368594]}"
324,Atlanta,33.7759,-84.3927,Skribit,web,3,2007,"{'type': 'Point', 'coordinates': [-84.3927, 33.7759]}"
325,San Mateo,37.5583159,-122.2862187,LucidEra,enterprise,40,2005,"{'type': 'Point', 'coordinates': [-122.2862187, 37.5583159]}"
326,San Francisco,37.78274,-122.390945,Splunk,software,500,2003,"{'type': 'Point', 'coordinates': [-122.390945, 37.78274]}"
327,New York City,40.757929,-73.985506,UpNext,mobile,,2007,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}"
328,Palo Alto,37.520592,-122.255907,TrustedID,security,120,2005,"{'type': 'Point', 'coordinates': [-122.255907, 37.520592]}"
329,New York,40.755861,-73.996272,SeeToo,enterprise,,2007,"{'type': 'Point', 'coordinates': [-73.996272, 40.755861]}"
330,Toronto,43.744031,-79.435661,AddLiveVoice,web,5,2006,"{'type': 'Point', 'coordinates': [-79.435661, 43.744031]}"
331,Vancouver,49.2753229,-123.1208785,TeamPages,web,,2006,"{'type': 'Point', 'coordinates': [-123.1208785, 49.2753229]}"
332,New York,40.606061,-73.822331,Motionbox,games_video,,2006,"{'type': 'Point', 'coordinates': [-73.822331, 40.606061]}"
333,Seattle,47.598968,-122.332904,Snapvine,other,20,2005,"{'type': 'Point', 'coordinates': [-122.332904, 47.598968]}"
334,New York,40.742459,-73.9918126,Yodle,advertising,1000,2005,"{'type': 'Point', 'coordinates': [-73.9918126, 40.742459]}"
335,Austin,30.378658,-97.731249,Yodle,advertising,1000,2005,"{'type': 'Point', 'coordinates': [-97.731249, 30.378658]}"
336,Scottsdale,33.464377,-111.924855,Yodle,advertising,1000,2005,"{'type': 'Point', 'coordinates': [-111.924855, 33.464377]}"
337,London,51.511599,-0.126389,betNOW,web,,2005,"{'type': 'Point', 'coordinates': [-0.126389, 51.511599]}"
338,Barcelona,41.3854855,2.1702872,eyeOS,enterprise,,2005,"{'type': 'Point', 'coordinates': [2.1702872, 41.3854855]}"
339,Seattle,47.6139472,-122.327807,Jott,web,,2006,"{'type': 'Point', 'coordinates': [-122.327807, 47.6139472]}"
340,Paris,46.227638,2.213749,Kewego,games_video,65,2003,"{'type': 'Point', 'coordinates': [2.213749, 46.227638]}"
341,Cambridge,42.375392,-71.118487,HubSpot,software,650,2006,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}"
342,Boston,42.351105,-71.049124,Intronis,enterprise,,2003,"{'type': 'Point', 'coordinates': [-71.049124, 42.351105]}"
343,Bangalore,37.09024,-95.712891,TringMe,web,,2007,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
344,New York,37.09024,-95.712891,SocialPicks,web,,2006,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
345,,30.500307,-94.833992,Criticker,web,0,2005,"{'type': 'Point', 'coordinates': [-94.833992, 30.500307]}"
346,San Francisco,37.7766184,-122.3938931,Dapper,advertising,30,2006,"{'type': 'Point', 'coordinates': [-122.3938931, 37.7766184]}"
347,Paris,48.8747064,2.3304161,Viadeo,social,400,2004,"{'type': 'Point', 'coordinates': [2.3304161, 48.8747064]}"
348,San Francisco,37.775196,-122.419204,FFWD Wheels,web,,2006,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
349,New York,37.09024,-95.712891,CafeMom,network_hosting,,2006,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
350,Palo Alto,37.4418834,-122.1430195,Shipwire,enterprise,,2006,"{'type': 'Point', 'coordinates': [-122.1430195, 37.4418834]}"
351,San Francisco,37.7749295,-122.4194155,Uversity,social,30,2007,"{'type': 'Point', 'coordinates': [-122.4194155, 37.7749295]}"
352,,37.09024,-95.712891,eBurl,web,1,2007,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
353,Scottsdale,33.639318,-111.883237,iMemories,enterprise,,2006,"{'type': 'Point', 'coordinates': [-111.883237, 33.639318]}"
354,New York,40.740231,-73.985433,BeliefNet,web,,2008,"{'type': 'Point', 'coordinates': [-73.985433, 40.740231]}"
355,Paris,48.882434,2.297035,Bahu,web,,2007,"{'type': 'Point', 'coordinates': [2.297035, 48.882434]}"
356,Brooklyn,40.6772802,-74.0094471,Vemo,enterprise,3,2005,"{'type': 'Point', 'coordinates': [-74.0094471, 40.6772802]}"
357,San Francisco,37.775196,-122.419204,AppJet,web,,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
358,New York,40.737136,-73.987973,BustedTees,web,,2004,"{'type': 'Point', 'coordinates': [-73.987973, 40.737136]}"
359,Mountain View,37.386665,-122.084171,Ribbit,mobile,28,2005,"{'type': 'Point', 'coordinates': [-122.084171, 37.386665]}"
360,San Francisco,37.7876952,-122.3991505,HubPages,web,21,2006,"{'type': 'Point', 'coordinates': [-122.3991505, 37.7876952]}"
361,Paris,48.872159,2.291225,Streamezzo,mobile,,2004,"{'type': 'Point', 'coordinates': [2.291225, 48.872159]}"
362,New York,40.755978,-73.990396,ideeli,ecommerce,,2007,"{'type': 'Point', 'coordinates': [-73.990396, 40.755978]}"
363,Berkeley,37.864221,-122.265466,Vyew,web,10,2004,"{'type': 'Point', 'coordinates': [-122.265466, 37.864221]}"
364,,40.7508,-73.996122,GoLark,web,3,2007,"{'type': 'Point', 'coordinates': [-73.996122, 40.7508]}"
365,New York,40.752516,-73.973072,WeShow,games_video,0,2007,"{'type': 'Point', 'coordinates': [-73.973072, 40.752516]}"
366,Mountain View,37.3867729,-122.0752224,Kosmix,web,,2005,"{'type': 'Point', 'coordinates': [-122.0752224, 37.3867729]}"
367,Austin,29.804863,-95.49158,CareFlash,web,0,2007,"{'type': 'Point', 'coordinates': [-95.49158, 29.804863]}"
368,New York,40.757929,-73.985506,Chictini,network_hosting,,2007,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}"
369,Redwood City,37.486368,-122.230116,Qik,mobile,60,2006,"{'type': 'Point', 'coordinates': [-122.230116, 37.486368]}"
370,Austin,30.402252,-97.748795,RipCode,software,39,2006,"{'type': 'Point', 'coordinates': [-97.748795, 30.402252]}"
371,Menlo Park,37.478769,-122.140896,RivalSoft,enterprise,,2007,"{'type': 'Point', 'coordinates': [-122.140896, 37.478769]}"
372,San Francisco,37.78624,-122.39897,Mobissimo,search,15,2003,"{'type': 'Point', 'coordinates': [-122.39897, 37.78624]}"
373,Washington,38.915181,-77.028767,GlobalGiving,web,,2003,"{'type': 'Point', 'coordinates': [-77.028767, 38.915181]}"
374,San Diego,32.939673,-117.240799,Chumby,hardware,20,2005,"{'type': 'Point', 'coordinates': [-117.240799, 32.939673]}"
375,Brooklyn,40.694731,-73.983268,Etsy,ecommerce,300,2005,"{'type': 'Point', 'coordinates': [-73.983268, 40.694731]}"
