,_id,category_code,founded_year,geojson,latitude,longitude,name,number_of_employees,total_money_raised,empresas_cerca
1546,5cd45d120c24ecd1b9ca2772,software,2003,"{'type': 'Point', 'coordinates': [151.21231, -33.878684]}",-33.878684,151.21231,Interspire,50,$0,4
98,5cd45d120c24ecd1b9ca21ca,finance,2006,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",40.010492,-105.276843,Techstars,30,$34M,4
1284,5cd45d120c24ecd1b9ca266c,other,2008,"{'type': 'Point', 'coordinates': [-82.451142, 27.98146]}",27.98146,-82.451142,Swish News,3,$0,4
1791,5cd45d120c24ecd1b9ca2867,software,2004,"{'type': 'Point', 'coordinates': [-122.135282, 47.582658]}",47.582658,-122.135282,Likewise Software,50,$10M,4
1289,5cd45d120c24ecd1b9ca2671,advertising,2008,"{'type': 'Point', 'coordinates': [13.4124563, 52.5283614]}",52.5283614,13.4124563,plista,100,$3.8M,4
3445,5cd45d120c24ecd1b9ca2edd,consulting,2008,"{'type': 'Point', 'coordinates': [-96.797111, 32.781078]}",32.781078,-96.797111,THE SYSTEM ARCHITECT,15,$0,4
1109,5cd45d120c24ecd1b9ca25bd,web,2008,"{'type': 'Point', 'coordinates': [-46.638818, -23.548943]}",-23.548943,-46.638818,Estilook,3,$0,4
1300,5cd45d120c24ecd1b9ca267c,mobile,2001,"{'type': 'Point', 'coordinates': [-71.099692, 42.36236]}",42.36236,-71.099692,MetaCarta,99999,$10M,4
2108,5cd45d120c24ecd1b9ca29a4,network_hosting,2008,"{'type': 'Point', 'coordinates': [-6.249789, 53.336139]}",53.336139,-6.249789,IGOpeople,4,$0,4
1857,5cd45d120c24ecd1b9ca28a9,ecommerce,2008,"{'type': 'Point', 'coordinates': [-122.490586, 37.864435]}",37.864435,-122.490586,Adgregate Markets,20,$0,4
2168,5cd45d120c24ecd1b9ca29e0,web,2007,"{'type': 'Point', 'coordinates': [-118.439532, 33.988687]}",33.988687,-118.439532,TVGla,55,$0,4
961,5cd45d120c24ecd1b9ca2529,software,2001,"{'type': 'Point', 'coordinates': [-122.493561, 37.862592]}",37.862592,-122.493561,OpenCircle,5,$0,4
3706,5cd45d120c24ecd1b9ca2fe2,advertising,2009,"{'type': 'Point', 'coordinates': [-71.0680027, 42.3406534]}",42.3406534,-71.0680027,ClickFuel,20,$9M,4
2597,5cd45d120c24ecd1b9ca2b8d,network_hosting,2008,"{'type': 'Point', 'coordinates': [13.3922487, 52.5273098]}",52.5273098,13.3922487,TRIBAX,12,$0,4
2316,5cd45d120c24ecd1b9ca2a74,games_video,2007,"{'type': 'Point', 'coordinates': [-122.421406, 37.781386]}",37.781386,-122.421406,TubeSpree,11,$0,4
2594,5cd45d120c24ecd1b9ca2b8a,software,2011,"{'type': 'Point', 'coordinates': [-73.9799007, 40.7645772]}",40.7645772,-73.9799007,Unison Technologies,30,$0,4
430,5cd45d120c24ecd1b9ca2316,web,2006,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}",31.046051,34.851612,FeedJournal,1,$0,4
2845,5cd45d120c24ecd1b9ca2c85,software,2004,"{'type': 'Point', 'coordinates': [-73.974714, 40.762897]}",40.762897,-73.974714,Rhxo Technology Group,35,$0,4
2323,5cd45d120c24ecd1b9ca2a7b,web,2008,"{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}",49.263588,-123.138565,DreamBank,10,$0,4
2332,5cd45d120c24ecd1b9ca2a84,web,2007,"{'type': 'Point', 'coordinates': [12.5605372, 55.6739617]}",55.6739617,12.5605372,Trustpilot,100,$18.4M,4
2240,5cd45d120c24ecd1b9ca2a28,real_estate,2007,"{'type': 'Point', 'coordinates': [-0.1010801, 51.5037471]}",51.5037471,-0.1010801,Zoopla,50,$10.2M,4
3801,5cd45d120c24ecd1b9ca3041,other,2009,"{'type': 'Point', 'coordinates': [-96.797111, 32.781078]}",32.781078,-96.797111,Mohawk Interactive,1,$0,4
2993,5cd45d120c24ecd1b9ca2d19,software,2008,"{'type': 'Point', 'coordinates': [-123.1172422, 49.2792347]}",49.2792347,-123.1172422,Black Ninja Software,4,$0,4
3797,5cd45d120c24ecd1b9ca303d,web,2007,"{'type': 'Point', 'coordinates': [-0.0874239, 51.5147349]}",51.5147349,-0.0874239,Greenvoice,3,$0,4
793,5cd45d120c24ecd1b9ca2481,public_relations,2008,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",55.378051,-3.435973,Crowdstatus,1,$0,4
452,5cd45d120c24ecd1b9ca232c,advertising,2007,"{'type': 'Point', 'coordinates': [-77.0978424, 38.9892639]}",38.9892639,-77.0978424,GeniusRocket,10,$0,4
2991,5cd45d120c24ecd1b9ca2d17,public_relations,2007,"{'type': 'Point', 'coordinates': [-122.1961785, 47.6115873]}",47.6115873,-122.1961785,Alerts,5,$1.2M,4
413,5cd45d120c24ecd1b9ca2305,web,2004,"{'type': 'Point', 'coordinates': [-118.153136, 34.146436]}",34.146436,-118.153136,Snap Technologies,32,$10M,4
397,5cd45d120c24ecd1b9ca22f5,web,2005,"{'type': 'Point', 'coordinates': [-122.1997, 47.6106]}",47.6106,-122.1997,Yodio,4,$850k,4
385,5cd45d120c24ecd1b9ca22e9,health,2006,"{'type': 'Point', 'coordinates': [-122.196699, 47.6097449]}",47.6097449,-122.196699,Limeade,55,$8.99M,4
2299,5cd45d120c24ecd1b9ca2a63,analytics,2005,"{'type': 'Point', 'coordinates': [-122.1353561, 47.5827406]}",47.5827406,-122.1353561,Xeround,40,$39.8M,4
3018,5cd45d120c24ecd1b9ca2d32,consulting,2006,"{'type': 'Point', 'coordinates': [12.5703398, 55.677733]}",55.677733,12.5703398,Wemind,10,$0,4
163,5cd45d120c24ecd1b9ca220b,web,2006,"{'type': 'Point', 'coordinates': [-117.274609, 32.847521]}",32.847521,-117.274609,app2you,4,$169k,4
2624,5cd45d120c24ecd1b9ca2ba8,public_relations,2006,"{'type': 'Point', 'coordinates': [-71.0757952, 42.3505124]}",42.3505124,-71.0757952,Atlantis Partners,30,$0,4
851,5cd45d120c24ecd1b9ca24bb,health,2004,"{'type': 'Point', 'coordinates': [-71.0793952, 42.3674989]}",42.3674989,-71.0793952,PatientsLikeMe,200,$27M,4
2283,5cd45d120c24ecd1b9ca2a53,ecommerce,2006,"{'type': 'Point', 'coordinates': [24.9410368, 60.1703094]}",60.1703094,24.9410368,Fruugo,20,$0,4
2266,5cd45d120c24ecd1b9ca2a42,web,2008,"{'type': 'Point', 'coordinates': [-74.001724, 40.707268]}",40.707268,-74.001724,Cookstr,10,$0,4
2627,5cd45d120c24ecd1b9ca2bab,games_video,2008,"{'type': 'Point', 'coordinates': [-82.451141, 27.98141]}",27.98141,-82.451141,Know Your Venue,2,$0,4
2638,5cd45d120c24ecd1b9ca2bb6,search,2007,"{'type': 'Point', 'coordinates': [-75.6946064, 45.4248371]}",45.4248371,-75.6946064,Incogna,3,$0,4
2250,5cd45d120c24ecd1b9ca2a32,advertising,2005,"{'type': 'Point', 'coordinates': [-118.375053, 34.076404]}",34.076404,-118.375053,Neoganda,15,$0,4
2644,5cd45d120c24ecd1b9ca2bbc,web,2008,"{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}",49.263588,-123.138565,MPLOYR,2,$0,4
2244,5cd45d120c24ecd1b9ca2a2c,web,2008,"{'type': 'Point', 'coordinates': [-121.880958, 37.320006]}",37.320006,-121.880958,CityPorters,2,$0,4
882,5cd45d120c24ecd1b9ca24da,public_relations,2008,"{'type': 'Point', 'coordinates': [-79.420926, 38.003376]}",38.003376,-79.420926,FuelClinic,2,$0,4
2242,5cd45d120c24ecd1b9ca2a2a,network_hosting,2002,"{'type': 'Point', 'coordinates': [-84.3884, 33.7486]}",33.7486,-84.3884,North Storm Media Networks,10,$0,4
3906,5cd45d120c24ecd1b9ca30aa,other,2008,"{'type': 'Point', 'coordinates': [-118.3794929, 34.0878254]}",34.0878254,-118.3794929,The Graphic Design School,8,$0,4
2554,5cd45d120c24ecd1b9ca2b62,web,2008,"{'type': 'Point', 'coordinates': [-73.989613, 40.702692]}",40.702692,-73.989613,gliider,5,$0,4
2361,5cd45d120c24ecd1b9ca2aa1,mobile,2006,"{'type': 'Point', 'coordinates': [-0.137494, 51.5124201]}",51.5124201,-0.137494,Mobyko,16,$0,4
564,5cd45d120c24ecd1b9ca239c,advertising,2003,"{'type': 'Point', 'coordinates': [-118.151542, 34.143885]}",34.143885,-118.151542,SupplyFrame,60,$15.5M,4
638,5cd45d120c24ecd1b9ca23e6,network_hosting,2007,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",55.378051,-3.435973,Digital Sports Media,4,$0,4
623,5cd45d120c24ecd1b9ca23d7,web,2008,"{'type': 'Point', 'coordinates': [-118.495981, 34.01052]}",34.01052,-118.495981,Intent,6,$250k,4
607,5cd45d120c24ecd1b9ca23c7,network_hosting,2006,"{'type': 'Point', 'coordinates': [-117.166941, 32.72038]}",32.72038,-117.166941,Dandelife,6,$0,4
2458,5cd45d120c24ecd1b9ca2b02,mobile,2008,"{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}",49.263588,-123.138565,Pinota,3,$0,4
2428,5cd45d120c24ecd1b9ca2ae4,consulting,2004,"{'type': 'Point', 'coordinates': [-123.118619, 49.2768846]}",49.2768846,-123.118619,Megawatt PR,1,$0,4
599,5cd45d120c24ecd1b9ca23bf,security,2005,"{'type': 'Point', 'coordinates': [-122.010692, 37.378884]}",37.378884,-122.010692,AnchorFree,40,$62.8M,4
3693,5cd45d120c24ecd1b9ca2fd5,mobile,2008,"{'type': 'Point', 'coordinates': [13.3918223, 52.5235679]}",52.5235679,13.3918223,barcoo,12,$0,4
2479,5cd45d120c24ecd1b9ca2b17,consulting,2003,"{'type': 'Point', 'coordinates': [-46.6388182, -23.5489433]}",-23.5489433,-46.6388182,NETCRAW  IT,5,$0,4
669,5cd45d120c24ecd1b9ca2405,web,2005,"{'type': 'Point', 'coordinates': [-84.3884, 33.7486]}",33.7486,-84.3884,Kudzu,50,$0,4
196,5cd45d120c24ecd1b9ca222c,games_video,2006,"{'type': 'Point', 'coordinates': [-122.036849, 37.369195]}",37.369195,-122.036849,EkkoTV,0,$0,4
572,5cd45d120c24ecd1b9ca23a4,web,2008,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",55.378051,-3.435973,Wordki,2,$0,4
568,5cd45d120c24ecd1b9ca23a0,web,2005,"{'type': 'Point', 'coordinates': [-71.068003, 42.340653]}",42.340653,-71.068003,CitySquares,14,$423k,4
3965,5cd45d120c24ecd1b9ca30e5,advertising,2009,"{'type': 'Point', 'coordinates': [-122.036849, 37.369195]}",37.369195,-122.036849,InstantQ,3,$0,4
565,5cd45d120c24ecd1b9ca239d,software,2001,"{'type': 'Point', 'coordinates': [-121.971487, 37.381034]}",37.381034,-121.971487,InMage Systems,150,$35.9M,4
688,5cd45d120c24ecd1b9ca2418,web,2006,"{'type': 'Point', 'coordinates': [24.9457414, 60.1642238]}",60.1642238,24.9457414,TripSay,6,$0,4
767,5cd45d120c24ecd1b9ca2467,games_video,2007,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}",31.046051,34.851612,imcandy,4,$0,4
2493,5cd45d120c24ecd1b9ca2b25,games_video,2008,"{'type': 'Point', 'coordinates': [-122.3564234, 47.6254784]}",47.6254784,-122.3564234,Valu Valu,3,$0,4
693,5cd45d120c24ecd1b9ca241d,cleantech,2007,"{'type': 'Point', 'coordinates': [-118.153136, 34.146436]}",34.146436,-118.153136,eSolar,140,$192M,4
3919,5cd45d120c24ecd1b9ca30b7,advertising,2001,"{'type': 'Point', 'coordinates': [-71.065924, 42.341899]}",42.341899,-71.065924,BzzAgent,60,$14.5M,4
2506,5cd45d120c24ecd1b9ca2b32,mobile,2004,"{'type': 'Point', 'coordinates': [-122.493561, 37.862592]}",37.862592,-122.493561,mFoundry,160,$40.3M,4
702,5cd45d120c24ecd1b9ca2426,network_hosting,2005,"{'type': 'Point', 'coordinates': [-122.42215, 37.767569]}",37.767569,-122.42215,Support Intelligence,10,$0,4
2508,5cd45d120c24ecd1b9ca2b34,consulting,2000,"{'type': 'Point', 'coordinates': [-122.1962236, 47.61251]}",47.61251,-122.1962236,Ramp Technology Group,75,$0,4
2896,5cd45d120c24ecd1b9ca2cb8,ecommerce,2008,"{'type': 'Point', 'coordinates': [-73.971697, 40.7642348]}",40.7642348,-73.971697,Hello Travel,1000,$0,4
532,5cd45d120c24ecd1b9ca237c,web,2003,"{'type': 'Point', 'coordinates': [-79.420926, 38.003376]}",38.003376,-79.420926,ShoutWire,9,$500k,4
2376,5cd45d120c24ecd1b9ca2ab0,health,2008,"{'type': 'Point', 'coordinates': [-118.149767, 34.144926]}",34.144926,-118.149767,iChange,8,$1.83M,4
3772,5cd45d120c24ecd1b9ca3024,advertising,2007,"{'type': 'Point', 'coordinates': [-0.1297711, 51.515129]}",51.515129,-0.1297711,Adeye Mobile,8,$0,4
2540,5cd45d120c24ecd1b9ca2b54,web,2008,"{'type': 'Point', 'coordinates': [-96.797111, 32.781078]}",32.781078,-96.797111,Renterval,2,$0,4
2365,5cd45d120c24ecd1b9ca2aa5,web,2005,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",40.010492,-105.276843,DealStop,1,$0,4
762,5cd45d120c24ecd1b9ca2462,network_hosting,2003,"{'type': 'Point', 'coordinates': [-121.98147, 37.226709]}",37.226709,-121.98147,ImageShack,14,$10M,4
763,5cd45d120c24ecd1b9ca2463,games_video,2004,"{'type': 'Point', 'coordinates': [144.963169, -37.814251]}",-37.814251,144.963169,Beep Interactive,2,$0,4
886,5cd45d120c24ecd1b9ca24de,mobile,2007,"{'type': 'Point', 'coordinates': [-121.873881, 37.316466]}",37.316466,-121.873881,Koollage,3,$0,4
808,5cd45d120c24ecd1b9ca2490,games_video,2006,"{'type': 'Point', 'coordinates': [151.209351, -33.88106]}",-33.88106,151.209351,SuperVirals,5,$0,4
272,5cd45d120c24ecd1b9ca2278,security,2005,"{'type': 'Point', 'coordinates': [-122.255907, 37.520592]}",37.520592,-122.255907,TrustedID,120,$25M,4
159,5cd45d120c24ecd1b9ca2207,web,2007,"{'type': 'Point', 'coordinates': [-79.420926, 38.003376]}",38.003376,-79.420926,Mixx,11,$3.5M,4
2664,5cd45d120c24ecd1b9ca2bd0,web,2008,"{'type': 'Point', 'coordinates': [-117.168697, 32.7161896]}",32.7161896,-117.168697,StockTwits,12,$8.6M,4
3897,5cd45d120c24ecd1b9ca30a1,cleantech,2006,"{'type': 'Point', 'coordinates': [2.3210737, 48.8745951]}",48.8745951,2.3210737,Solairedirect,150,$26.6M,4
2218,5cd45d120c24ecd1b9ca2a12,web,2007,"{'type': 'Point', 'coordinates': [-75.696716, 45.4231289]}",45.4231289,-75.696716,Octopus IP Communications,20,$0,4
2806,5cd45d120c24ecd1b9ca2c5e,web,2006,"{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}",49.263588,-123.138565,Pennyminder Financial Software,1,$0,4
2736,5cd45d120c24ecd1b9ca2c18,other,2006,"{'type': 'Point', 'coordinates': [-118.3729534, 34.0760614]}",34.0760614,-118.3729534,Broken Knuckles Clothing,4,$0,4
2231,5cd45d120c24ecd1b9ca2a1f,social,2007,"{'type': 'Point', 'coordinates': [-0.0925694, 51.5027669]}",51.5027669,-0.0925694,SocialGO,12,$3M,4
237,5cd45d120c24ecd1b9ca2255,security,2007,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",45.545447,-73.639076,Defensio,3,$0,4
2698,5cd45d120c24ecd1b9ca2bf2,games_video,2007,"{'type': 'Point', 'coordinates': [-123.1204046, 49.27964]}",49.27964,-123.1204046,Did it Leak,7,$0,4
255,5cd45d120c24ecd1b9ca2267,web,2005,"{'type': 'Point', 'coordinates': [-121.97895, 37.399208]}",37.399208,-121.97895,Vobile,120,$10M,4
2216,5cd45d120c24ecd1b9ca2a10,network_hosting,2005,"{'type': 'Point', 'coordinates': [-118.379493, 34.087825]}",34.087825,-118.379493,MyFreeImplants,2,$0,4
355,5cd45d120c24ecd1b9ca22cb,web,2004,"{'type': 'Point', 'coordinates': [-79.420926, 38.003376]}",38.003376,-79.420926,HonestMall,30,$0,4
2237,5cd45d120c24ecd1b9ca2a25,mobile,2006,"{'type': 'Point', 'coordinates': [24.937854, 60.162031]}",60.162031,24.937854,Ironstar Helsinki,7,$0,4
892,5cd45d120c24ecd1b9ca24e4,web,2007,"{'type': 'Point', 'coordinates': [-73.9513502, 40.7717776]}",40.7717776,-73.9513502,WebVet,6,$0,4
11,5cd45d120c24ecd1b9ca2173,web,2007,"{'type': 'Point', 'coordinates': [-118.487267, 34.017606]}",34.017606,-118.487267,Mahalo,40,$21M,4
2206,5cd45d120c24ecd1b9ca2a06,web,2008,"{'type': 'Point', 'coordinates': [-73.951865, 40.76945]}",40.76945,-73.951865,CarZen,5,$350k,4
944,5cd45d120c24ecd1b9ca2518,search,2008,"{'type': 'Point', 'coordinates': [-46.638818, -23.548943]}",-23.548943,-46.638818,Oriango,10,$0,4
7,5cd45d120c24ecd1b9ca216f,games_video,2006,"{'type': 'Point', 'coordinates': [-74.0094471, 40.7464969]}",40.7464969,-74.0094471,Joost,0,$45M,4
2718,5cd45d120c24ecd1b9ca2c06,software,2003,"{'type': 'Point', 'coordinates': [-121.970505, 37.3821368]}",37.3821368,-121.970505,Packet Design,60,$2.8M,4
1637,5cd45d120c24ecd1b9ca27cd,games_video,2008,"{'type': 'Point', 'coordinates': [-122.438231, 37.80204]}",37.80204,-122.438231,plaYce,7,$0,3
3842,5cd45d120c24ecd1b9ca306a,software,2008,"{'type': 'Point', 'coordinates': [4.3016891, 52.0889889]}",52.0889889,4.3016891,OnlineMQ,5,$0,3
3756,5cd45d120c24ecd1b9ca3014,web,2009,"{'type': 'Point', 'coordinates': [-0.1525048, 51.5395914]}",51.5395914,-0.1525048,Bar Exchange,10,$0,3
2510,5cd45d120c24ecd1b9ca2b36,web,2008,"{'type': 'Point', 'coordinates': [103.842646, 1.279684]}",1.279684,103.842646,JobsTAXI,12,$0,3
1898,5cd45d120c24ecd1b9ca28d2,web,2007,"{'type': 'Point', 'coordinates': [-9.146273, 38.738542]}",38.738542,-9.146273,EdigmaHealthCare,30,$0,3
3758,5cd45d120c24ecd1b9ca3016,software,2009,"{'type': 'Point', 'coordinates': [-73.5673333, 45.5058782]}",45.5058782,-73.5673333,Nirvana,3,$0,3
2721,5cd45d120c24ecd1b9ca2c09,search,2008,"{'type': 'Point', 'coordinates': [174.773987, -41.287413]}",-41.287413,174.773987,ideegeo Group,5,$0,3
540,5cd45d120c24ecd1b9ca2384,advertising,2007,"{'type': 'Point', 'coordinates': [116.395833, 39.905556]}",39.905556,116.395833,Ad Chap,15,$0,3
1905,5cd45d120c24ecd1b9ca28d9,web,2007,"{'type': 'Point', 'coordinates': [-1.221595, 51.734276]}",51.734276,-1.221595,2Big2Send,2,$0,3
3321,5cd45d120c24ecd1b9ca2e61,security,2008,"{'type': 'Point', 'coordinates': [-71.257919, 42.390143]}",42.390143,-71.257919,Validize,3,$0,3
1647,5cd45d120c24ecd1b9ca27d7,photo_video,2007,"{'type': 'Point', 'coordinates': [-86.796377, 36.13996]}",36.13996,-86.796377,StudioNow,18,$15.3M,3
550,5cd45d120c24ecd1b9ca238e,web,2006,"{'type': 'Point', 'coordinates': [-118.468204, 34.043948]}",34.043948,-118.468204,DailyStrength,14,$5M,3
18,5cd45d120c24ecd1b9ca2179,photo_video,2002,"{'type': 'Point', 'coordinates': [-122.067692, 37.390056]}",37.390056,-122.067692,SmugMug,62,$0,3
3330,5cd45d120c24ecd1b9ca2e6a,web,2009,"{'type': 'Point', 'coordinates': [-118.489748, 34.007112]}",34.007112,-118.489748,Tongal,8,$16M,3
3912,5cd45d120c24ecd1b9ca30b0,web,2007,"{'type': 'Point', 'coordinates': [-80.2498619, 43.5449637]}",43.5449637,-80.2498619,MFE Interactive,5,$0,3
520,5cd45d120c24ecd1b9ca2370,web,2005,"{'type': 'Point', 'coordinates': [13.4161514, 52.5290751]}",52.5290751,13.4161514,VZnet Netzwerke,300,$0,3
1348,5cd45d120c24ecd1b9ca26ac,network_hosting,2007,"{'type': 'Point', 'coordinates': [-121.920558, 37.371056]}",37.371056,-121.920558,Ocarina Networks,50,$20M,3
17,5cd45d120c24ecd1b9ca2178,security,2005,"{'type': 'Point', 'coordinates': [-111.938739, 33.429859]}",33.429859,-111.938739,LifeLock,644,$178M,3
2779,5cd45d120c24ecd1b9ca2c43,software,2004,"{'type': 'Point', 'coordinates': [-121.963321, 37.770657]}",37.770657,-121.963321,Alachisoft,50,$0,3
1633,5cd45d120c24ecd1b9ca27c9,mobile,2007,"{'type': 'Point', 'coordinates': [-122.428193, 37.79289]}",37.79289,-122.428193,TextMarks,5,$0,3
3289,5cd45d120c24ecd1b9ca2e41,mobile,2008,"{'type': 'Point', 'coordinates': [2.334266, 48.8775197]}",48.8775197,2.334266,userADgents,15,$500k,3
1874,5cd45d120c24ecd1b9ca28ba,photo_video,2007,"{'type': 'Point', 'coordinates': [-86.796377, 36.13996]}",36.13996,-86.796377,StudioNow,18,$15.3M,3
3774,5cd45d120c24ecd1b9ca3026,consulting,2007,"{'type': 'Point', 'coordinates': [-9.1461043, 38.7336763]}",38.7336763,-9.1461043,Flexi Solutions,11,$0,3
1875,5cd45d120c24ecd1b9ca28bb,web,2008,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}",12.971606,77.594376,eLagaan,20,$0,3
80,5cd45d120c24ecd1b9ca21b8,web,2006,"{'type': 'Point', 'coordinates': [-122.321836, 37.55909]}",37.55909,-122.321836,Respectance,15,$1.75M,3
2539,5cd45d120c24ecd1b9ca2b53,other,2004,"{'type': 'Point', 'coordinates': [-81.699457, 41.4991436]}",41.4991436,-81.699457,OneCommunity,37,$0,3
3297,5cd45d120c24ecd1b9ca2e49,web,2008,"{'type': 'Point', 'coordinates': [-113.493698, 53.540941]}",53.540941,-113.493698,CMS Critic,4,$0,3
1373,5cd45d120c24ecd1b9ca26c5,web,2008,"{'type': 'Point', 'coordinates': [-122.267654, 37.494996]}",37.494996,-122.267654,Rock Entertainment,3,$0,3
2536,5cd45d120c24ecd1b9ca2b50,search,2006,"{'type': 'Point', 'coordinates': [2.3322234, 48.8692414]}",48.8692414,2.3322234,Moovement,5,$0,3
1715,5cd45d120c24ecd1b9ca281b,software,2008,"{'type': 'Point', 'coordinates': [-122.2987371, 37.8650275]}",37.8650275,-122.2987371,Shastic,4,$0,3
2535,5cd45d120c24ecd1b9ca2b4f,consulting,2005,"{'type': 'Point', 'coordinates': [2.3218173, 48.872032]}",48.872032,2.3218173,[is value],10,$0,3
1366,5cd45d120c24ecd1b9ca26be,games_video,2008,"{'type': 'Point', 'coordinates': [-71.41, 41.83]}",41.83,-71.41,World Wide Talent Search,1,$0,3
3937,5cd45d120c24ecd1b9ca30c9,web,2009,"{'type': 'Point', 'coordinates': [-118.405325, 34.0698912]}",34.0698912,-118.405325,HOTForms123,2,$0,3
1890,5cd45d120c24ecd1b9ca28ca,web,2007,"{'type': 'Point', 'coordinates': [-118.414064, 34.054259]}",34.054259,-118.414064,Quant the News,2,$150k,3
202,5cd45d120c24ecd1b9ca2232,web,2006,"{'type': 'Point', 'coordinates': [-122.542491, 37.904468]}",37.904468,-122.542491,Stixy,0,$0,3
1891,5cd45d120c24ecd1b9ca28cb,web,2008,"{'type': 'Point', 'coordinates': [-121.987122, 37.228232]}",37.228232,-121.987122,911ice,4,$0,3
1893,5cd45d120c24ecd1b9ca28cd,network_hosting,2007,"{'type': 'Point', 'coordinates': [-118.348198, 34.062262]}",34.062262,-118.348198,SiteRapture,1,$0,3
1648,5cd45d120c24ecd1b9ca27d8,web,2008,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}",12.971606,77.594376,eLagaan,20,$0,3
3763,5cd45d120c24ecd1b9ca301b,mobile,2004,"{'type': 'Point', 'coordinates': [18.058421, 59.3393945]}",59.3393945,18.058421,MoSync,23,$0,3
1319,5cd45d120c24ecd1b9ca268f,enterprise,2008,"{'type': 'Point', 'coordinates': [4.367612, 50.837051]}",50.837051,4.367612,BeeBole,3,$0,3
2764,5cd45d120c24ecd1b9ca2c34,web,2008,"{'type': 'Point', 'coordinates': [-0.2065907, 51.5374249]}",51.5374249,-0.2065907,Demotix,8,$0,3
2907,5cd45d120c24ecd1b9ca2cc3,ecommerce,2009,"{'type': 'Point', 'coordinates': [4.367612, 50.837051]}",50.837051,4.367612,Skilto,2,$0,3
3717,5cd45d120c24ecd1b9ca2fed,advertising,2009,"{'type': 'Point', 'coordinates': [-118.489681, 34.007967]}",34.007967,-118.489681,Gravity,12,$20.6M,3
3728,5cd45d120c24ecd1b9ca2ff8,search,2009,"{'type': 'Point', 'coordinates': [-80.190262, 25.774252]}",25.774252,-80.190262,Status Search,2,$0,3
598,5cd45d120c24ecd1b9ca23be,enterprise,2007,"{'type': 'Point', 'coordinates': [-118.486889, 34.018349]}",34.018349,-118.486889,Causecast,26,$0,3
2738,5cd45d120c24ecd1b9ca2c1a,enterprise,2005,"{'type': 'Point', 'coordinates': [-77.340436, 38.946532]}",38.946532,-77.340436,Clarabridge,150,$84.3M,3
2926,5cd45d120c24ecd1b9ca2cd6,search,2005,"{'type': 'Point', 'coordinates': [2.34399, 48.8675641]}",48.8675641,2.34399,Yakaz,18,$641k,3
1693,5cd45d120c24ecd1b9ca2805,consulting,2006,"{'type': 'Point', 'coordinates': [9.214761, 45.468399]}",45.468399,9.214761,Wonsys,3,$0,3
1678,5cd45d120c24ecd1b9ca27f6,web,2007,"{'type': 'Point', 'coordinates': [-1.221595, 51.734276]}",51.734276,-1.221595,2Big2Send,2,$0,3
2751,5cd45d120c24ecd1b9ca2c27,other,2008,"{'type': 'Point', 'coordinates': [-121.8794209, 37.7008794]}",37.7008794,-121.8794209,SaveStub,55,$0,3
