,city,country_code,latitude,longitude,name,geopoint,geoquery,category_code,founded_year,founded_year_bins,number_of_employees,number_of_employees_bins,segment,type
1573,New York,USA,40.756054,-73.986951,Medialets,"[-73.986951, 40.756054]","{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",advertising,2008,q3,60,q4,others,mid company
1574,San Francisco,USA,37.775196,-122.419204,Medialets,"[-122.419204, 37.775196]","{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",advertising,2008,q3,60,q4,others,mid company
1575,San Diego,USA,32.867073,-117.211077,Google And Blog,"[-117.211077, 32.867073]","{'type': 'Point', 'coordinates': [-117.211077, 32.867073]}",mobile,2008,q3,1,,tech,small company
1576,Paris,FRA,48.8475487,2.2992348,YOOWALK,"[2.2992348, 48.8475487]","{'type': 'Point', 'coordinates': [2.2992348, 48.8475487]}",games_video,2006,q2,10,q3,gaming,small company
1577,Hayward,USA,37.642185,-122.136819,StoneFly,"[-122.136819, 37.642185]","{'type': 'Point', 'coordinates': [-122.136819, 37.642185]}",hardware,2000,q1,50,q4,others,mid company
1578,San Diego,USA,32.894501,-117.188304,StoneFly,"[-117.188304, 32.894501]","{'type': 'Point', 'coordinates': [-117.188304, 32.894501]}",hardware,2000,q1,50,q4,others,mid company
1579,San Jose,USA,37.371056,-121.920558,Ocarina Networks,"[-121.920558, 37.371056]","{'type': 'Point', 'coordinates': [-121.920558, 37.371056]}",network_hosting,2007,q2,50,q4,others,mid company
1580,Seattle,USA,47.6042792,-122.3374372,Fixie,"[-122.3374372, 47.6042792]","{'type': 'Point', 'coordinates': [-122.3374372, 47.6042792]}",software,2007,q2,2,q1,tech,small company
1581,Scottsdale,USA,33.5093,-111.8985,Bizcard,"[-111.8985, 33.5093]","{'type': 'Point', 'coordinates': [-111.8985, 33.5093]}",other,2007,q2,24,q3,others,small company
1582,Munich,DEU,48.1654212,11.5893956,AdScale,"[11.5893956, 48.1654212]","{'type': 'Point', 'coordinates': [11.5893956, 48.1654212]}",advertising,2007,q2,40,q4,others,mid company
1583,London,GBR,51.5212481,-0.1020894,Videoplaza,"[-0.1020894, 51.5212481]","{'type': 'Point', 'coordinates': [-0.1020894, 51.5212481]}",advertising,2007,q2,70,q4,others,mid company
1584,Stockholm,SWE,59.3351833,18.0333601,Videoplaza,"[18.0333601, 59.3351833]","{'type': 'Point', 'coordinates': [18.0333601, 59.3351833]}",advertising,2007,q2,70,q4,others,mid company
1585,Berlin,DEU,52.5372765,13.3787413,Videoplaza,"[13.3787413, 52.5372765]","{'type': 'Point', 'coordinates': [13.3787413, 52.5372765]}",advertising,2007,q2,70,q4,others,mid company
1586,Singapore,SGP,1.2821008,103.8508327,Videoplaza,"[103.8508327, 1.2821008]","{'type': 'Point', 'coordinates': [103.8508327, 1.2821008]}",advertising,2007,q2,70,q4,others,mid company
1587,Madrid,ESP,40.4596242,-3.6923285,Videoplaza,"[-3.6923285, 40.4596242]","{'type': 'Point', 'coordinates': [-3.6923285, 40.4596242]}",advertising,2007,q2,70,q4,others,mid company
1588,Sydney,AUS,-33.830606,151.13278,XY InterAct,"[151.13278, -33.830606]","{'type': 'Point', 'coordinates': [151.13278, -33.830606]}",mobile,2006,q2,15,q3,tech,small company
1589,London,GBR,51.4761694,-0.1400366,Snagsta,"[-0.1400366, 51.4761694]","{'type': 'Point', 'coordinates': [-0.1400366, 51.4761694]}",search,2007,q2,4,q2,tech,small company
1590,Docklands,AUS,-37.812649,144.943656,Kapish,"[144.943656, -37.812649]","{'type': 'Point', 'coordinates': [144.943656, -37.812649]}",software,2007,q2,4,q2,tech,small company
1591,San Francisco,USA,37.796164,-122.420903,EcoFlip,"[-122.420903, 37.796164]","{'type': 'Point', 'coordinates': [-122.420903, 37.796164]}",web,2008,q3,5,q2,tech,small company
1592,Oakland,USA,37.772323,-122.214897,Nibea,"[-122.214897, 37.772323]","{'type': 'Point', 'coordinates': [-122.214897, 37.772323]}",network_hosting,2007,q2,2,q1,others,small company
1593,Seattle,USA,47.59921,-122.334357,RedMonk,"[-122.334357, 47.59921]","{'type': 'Point', 'coordinates': [-122.334357, 47.59921]}",consulting,2002,q1,4,q2,others,small company
1594,New York,USA,40.724289,-73.980587,GigMaven,"[-73.980587, 40.724289]","{'type': 'Point', 'coordinates': [-73.980587, 40.724289]}",games_video,2008,q3,8,q2,gaming,small company
1595,San Francisco,USA,37.780134,-122.396744,Scavenja,"[-122.396744, 37.780134]","{'type': 'Point', 'coordinates': [-122.396744, 37.780134]}",games_video,2008,q3,8,q2,gaming,small company
1596,Raleigh,USA,35.779748,-78.643414,Bars For Us,"[-78.643414, 35.779748]","{'type': 'Point', 'coordinates': [-78.643414, 35.779748]}",games_video,2008,q3,4,q2,gaming,small company
1597,Wellington,NZL,-41.296454,174.774682,Tripy Travel,"[174.774682, -41.296454]","{'type': 'Point', 'coordinates': [174.774682, -41.296454]}",web,2008,q3,10,q3,tech,small company
1598,Atlanta,USA,33.75,-84.2995,LenderFlex,"[-84.2995, 33.75]","{'type': 'Point', 'coordinates': [-84.2995, 33.75]}",software,2005,q2,3,q1,tech,small company
1599,Erlangen,DEU,49.596464,11.003518,webme,"[11.003518, 49.596464]","{'type': 'Point', 'coordinates': [11.003518, 49.596464]}",network_hosting,2007,q2,25,q3,others,small company
1600,Meadowbank NSW,AUS,-33.817773,151.091193,SMS Poll,"[151.091193, -33.817773]","{'type': 'Point', 'coordinates': [151.091193, -33.817773]}",mobile,2008,q3,4,q2,tech,small company
1601,Nicosia,CYP,35.1286571,33.3250705,Mobilenobo,"[33.3250705, 35.1286571]","{'type': 'Point', 'coordinates': [33.3250705, 35.1286571]}",games_video,1999,q1,16,q3,gaming,small company
1602,Sacramento,USA,38.574346,-121.472267,Cast Images Talent Agency,"[-121.472267, 38.574346]","{'type': 'Point', 'coordinates': [-121.472267, 38.574346]}",other,1991,q1,4,q2,others,small company
1603,Providence,USA,41.83,-71.41,World Wide Talent Search,"[-71.41, 41.83]","{'type': 'Point', 'coordinates': [-71.41, 41.83]}",games_video,2008,q3,1,,gaming,small company
1604,Chicago,USA,41.88623,-87.623704,Shoplocal,"[-87.623704, 41.88623]","{'type': 'Point', 'coordinates': [-87.623704, 41.88623]}",advertising,1999,q1,250,q4,others,big company
1605,San Francisco,USA,55.676294,12.568116,Zendesk,"[12.568116, 55.676294]","{'type': 'Point', 'coordinates': [12.568116, 55.676294]}",software,2007,q2,400,q4,tech,big company
1606,San Mateo,USA,37.544987,-122.291394,Epocrates,"[-122.291394, 37.544987]","{'type': 'Point', 'coordinates': [-122.291394, 37.544987]}",software,1998,q1,300,q4,tech,big company
1607,Miami Beach,USA,25.788095,-80.141133,Sea * Side Syndication,"[-80.141133, 25.788095]","{'type': 'Point', 'coordinates': [-80.141133, 25.788095]}",other,2007,q2,1,,others,small company
1608,Jacksonville,USA,30.26955,-81.564709,N-Play,"[-81.564709, 30.26955]","{'type': 'Point', 'coordinates': [-81.564709, 30.26955]}",social,2011,q4,25,q3,others,startup
1609,Foster City,USA,37.561111,-122.270487,Truviso,"[-122.270487, 37.561111]","{'type': 'Point', 'coordinates': [-122.270487, 37.561111]}",analytics,2005,q2,30,q4,others,mid company
1610,Madrid,ESP,40.416741,-3.70325,AtelMedia,"[-3.70325, 40.416741]","{'type': 'Point', 'coordinates': [-3.70325, 40.416741]}",software,2006,q2,13,q3,tech,small company
1611,Sevilla,ESP,37.38264,-5.996295,AtelMedia,"[-5.996295, 37.38264]","{'type': 'Point', 'coordinates': [-5.996295, 37.38264]}",software,2006,q2,13,q3,tech,small company
1612,Alicante,ESP,38.346041,-0.484756,AtelMedia,"[-0.484756, 38.346041]","{'type': 'Point', 'coordinates': [-0.484756, 38.346041]}",software,2006,q2,13,q3,tech,small company
1613,CÃ³rdoba,ESP,37.884727,-4.779152,AtelMedia,"[-4.779152, 37.884727]","{'type': 'Point', 'coordinates': [-4.779152, 37.884727]}",software,2006,q2,13,q3,tech,small company
1614,London,GBR,51.462904,-0.263377,Zoomix,"[-0.263377, 51.462904]","{'type': 'Point', 'coordinates': [-0.263377, 51.462904]}",software,2000,q1,45,q4,tech,mid company
1615,San Carlos,USA,37.494996,-122.267654,Rock Entertainment,"[-122.267654, 37.494996]","{'type': 'Point', 'coordinates': [-122.267654, 37.494996]}",web,2008,q3,3,q1,tech,small company
1616,Hyderabad,IND,22.5850296,88.4001282,Vimukti Tehnologies,"[88.4001282, 22.5850296]","{'type': 'Point', 'coordinates': [88.4001282, 22.5850296]}",software,2001,q1,40,q4,tech,mid company
1617,Tartu,EST,58.380161,26.722616,Fraktal,"[26.722616, 58.380161]","{'type': 'Point', 'coordinates': [26.722616, 58.380161]}",web,2007,q2,9,q3,tech,small company
1618,Prague,CZE,50.080907,14.449612,Skillr,"[14.449612, 50.080907]","{'type': 'Point', 'coordinates': [14.449612, 50.080907]}",search,2007,q2,3,q1,tech,small company
1619,Flower Mound,USA,33.020039,-97.069403,MedicareSaver,"[-97.069403, 33.020039]","{'type': 'Point', 'coordinates': [-97.069403, 33.020039]}",web,2008,q3,6,q2,tech,small company
1620,Cheltenham Gloucestershire,GBR,51.9016572,-2.078262,SoGlos,"[-2.078262, 51.9016572]","{'type': 'Point', 'coordinates': [-2.078262, 51.9016572]}",web,2007,q2,5,q2,tech,small company
1621,Kiev,UKR,50.474832,30.680651,Comindwork,"[30.680651, 50.474832]","{'type': 'Point', 'coordinates': [30.680651, 50.474832]}",software,2007,q2,15,q3,tech,small company
1622,Carmel,USA,39.973067,-86.198436,Blinkweb,"[-86.198436, 39.973067]","{'type': 'Point', 'coordinates': [-86.198436, 39.973067]}",web,2008,q3,3,q1,tech,small company
1623,Barcelona,ESP,41.3916792,2.1775706,Nuroa,"[2.1775706, 41.3916792]","{'type': 'Point', 'coordinates': [2.1775706, 41.3916792]}",search,2006,q2,16,q3,tech,small company
1624,Austin,USA,30.392018,-97.848345,Infoglide Software Corporation,"[-97.848345, 30.392018]","{'type': 'Point', 'coordinates': [-97.848345, 30.392018]}",software,1996,q1,31,q4,tech,mid company
1625,Dallas,USA,32.781078,-96.797111,Imaginuity New Media,"[-96.797111, 32.781078]","{'type': 'Point', 'coordinates': [-96.797111, 32.781078]}",other,2007,q2,40,q4,others,mid company
1626,Cupertino,USA,37.764163,-122.469133,Extentech,"[-122.469133, 37.764163]","{'type': 'Point', 'coordinates': [-122.469133, 37.764163]}",public_relations,1998,q1,10,q3,others,small company
1627,Nashville,USA,36.124497,-86.846342,InstantAmber,"[-86.846342, 36.124497]","{'type': 'Point', 'coordinates': [-86.846342, 36.124497]}",web,2008,q3,5,q2,tech,small company
1628,Hyderabad,IND,17.474957,78.376765,Funpiper,"[78.376765, 17.474957]","{'type': 'Point', 'coordinates': [78.376765, 17.474957]}",other,2007,q2,10,q3,others,small company
1629,Stephens City,USA,39.08322,-78.218254,Virtual Training Company (VTC),"[-78.218254, 39.08322]","{'type': 'Point', 'coordinates': [-78.218254, 39.08322]}",other,1996,q1,50,q4,others,mid company
1630,Redwood City,USA,37.494561,-122.229097,Xpree,"[-122.229097, 37.494561]","{'type': 'Point', 'coordinates': [-122.229097, 37.494561]}",software,2007,q2,3,q1,tech,small company
1631,Nashville,USA,36.1628,-86.781,Consensus Point,"[-86.781, 36.1628]","{'type': 'Point', 'coordinates': [-86.781, 36.1628]}",enterprise,2006,q2,12,q3,others,small company
1632,Athens,GRC,38.044896,23.706248,askmarkets,"[23.706248, 38.044896]","{'type': 'Point', 'coordinates': [23.706248, 38.044896]}",enterprise,2007,q2,2,q1,others,small company
1633,London,GBR,51.500446,-0.081486,LookupPage,"[-0.081486, 51.500446]","{'type': 'Point', 'coordinates': [-0.081486, 51.500446]}",search,2006,q2,12,q3,tech,small company
1634,Zurich,CHE,47.389909,8.516049,Cassiber,"[8.516049, 47.389909]","{'type': 'Point', 'coordinates': [8.516049, 47.389909]}",web,2007,q2,6,q2,tech,small company
1635,Munich,DEU,48.143941,11.450883,Kazzong,"[11.450883, 48.143941]","{'type': 'Point', 'coordinates': [11.450883, 48.143941]}",games_video,2007,q2,8,q2,gaming,small company
1636,London,GBR,51.51781,-0.184358,Dynamic50,"[-0.184358, 51.51781]","{'type': 'Point', 'coordinates': [-0.184358, 51.51781]}",consulting,2008,q3,10,q3,others,small company
1637,Marietta,USA,33.939116,-84.444006,TennisPoint,"[-84.444006, 33.939116]","{'type': 'Point', 'coordinates': [-84.444006, 33.939116]}",software,2007,q2,6,q2,tech,small company
1638,Manchester,USA,42.998318,-71.468003,BizUnite,"[-71.468003, 42.998318]","{'type': 'Point', 'coordinates': [-71.468003, 42.998318]}",enterprise,2008,q3,11,q3,others,small company
1639,Berlin,DEU,52.521627,13.40462,15Talents,"[13.40462, 52.521627]","{'type': 'Point', 'coordinates': [13.40462, 52.521627]}",consulting,2008,q3,12,q3,others,small company
1640,Plano,USA,33.010381,-96.705127,Aldor Solutions,"[-96.705127, 33.010381]","{'type': 'Point', 'coordinates': [-96.705127, 33.010381]}",enterprise,2002,q1,20,q3,others,small company
1641,Leipzig,DEU,51.318503,12.381492,FABINET,"[12.381492, 51.318503]","{'type': 'Point', 'coordinates': [12.381492, 51.318503]}",games_video,2007,q2,5,q2,gaming,small company
1642,Pomona,USA,34.109193,-117.755169,Biden PC,"[-117.755169, 34.109193]","{'type': 'Point', 'coordinates': [-117.755169, 34.109193]}",consulting,2006,q2,1,,others,small company
1643,Hudson,USA,42.389119,-71.538802,The Bridge Group,"[-71.538802, 42.389119]","{'type': 'Point', 'coordinates': [-71.538802, 42.389119]}",consulting,1998,q1,10,q3,others,small company
1644,Calgary,CAN,51.005717,-114.130296,InterActive Applicant,"[-114.130296, 51.005717]","{'type': 'Point', 'coordinates': [-114.130296, 51.005717]}",software,2007,q2,10,q3,tech,small company
1645,Columbia,USA,39.169397,-76.811526,Message Systems,"[-76.811526, 39.169397]","{'type': 'Point', 'coordinates': [-76.811526, 39.169397]}",software,1997,q1,100,q4,tech,mid company
1646,Riverside,USA,33.9829731,-117.3563596,Global Market Hub,"[-117.3563596, 33.9829731]","{'type': 'Point', 'coordinates': [-117.3563596, 33.9829731]}",public_relations,2004,q1,5,q2,others,small company
1647,Des Moines,USA,41.589404,-93.612614,Lava Row,"[-93.612614, 41.589404]","{'type': 'Point', 'coordinates': [-93.612614, 41.589404]}",consulting,2007,q2,3,q1,others,small company
1648,San Jose,USA,37.324803,-121.771853,BetterLabs,"[-121.771853, 37.324803]","{'type': 'Point', 'coordinates': [-121.771853, 37.324803]}",software,2006,q2,30,q4,tech,mid company
1649,San Francisco,USA,37.8059887,-122.4099154,trueAnthem,"[-122.4099154, 37.8059887]","{'type': 'Point', 'coordinates': [-122.4099154, 37.8059887]}",advertising,2008,q3,10,q3,others,small company
1650,Tulsa,USA,36.133354,-95.975663,Automated Business Solutions,"[-95.975663, 36.133354]","{'type': 'Point', 'coordinates': [-95.975663, 36.133354]}",software,1990,q1,1,,tech,small company
1651,Los Gatos,USA,40.738476,-73.998726,VISUALPLANT,"[-73.998726, 40.738476]","{'type': 'Point', 'coordinates': [-73.998726, 40.738476]}",games_video,2000,q1,6,q2,gaming,small company
1652,Utrecht,NLD,52.091381,5.148893,Jibes,"[5.148893, 52.091381]","{'type': 'Point', 'coordinates': [5.148893, 52.091381]}",web,2008,q3,15,q3,tech,small company
1653,Chicago,USA,41.886264,-87.624701,SEOGroup,"[-87.624701, 41.886264]","{'type': 'Point', 'coordinates': [-87.624701, 41.886264]}",advertising,2013,q4,3,q1,others,startup
1654,Chicago,USA,41.886088,-87.624983,Ocean Online Group,"[-87.624983, 41.886088]","{'type': 'Point', 'coordinates': [-87.624983, 41.886088]}",web,2003,q1,25,q3,tech,small company
1655,Bellingham,USA,48.739553,-122.469682,Working The Magic,"[-122.469682, 48.739553]","{'type': 'Point', 'coordinates': [-122.469682, 48.739553]}",advertising,2008,q3,5,q2,others,small company
1656,Durham,USA,35.914702,-78.902617,Preation,"[-78.902617, 35.914702]","{'type': 'Point', 'coordinates': [-78.902617, 35.914702]}",advertising,1997,q1,7,q2,others,small company
1657,London,GBR,51.500395,-0.083743,Advorto,"[-0.083743, 51.500395]","{'type': 'Point', 'coordinates': [-0.083743, 51.500395]}",software,1998,q1,14,q3,tech,small company
1658,West Chester,USA,39.939529,-75.61185,MyWikiBiz,"[-75.61185, 39.939529]","{'type': 'Point', 'coordinates': [-75.61185, 39.939529]}",public_relations,2006,q2,1,,others,small company
1659,Oslo,NOR,59.949679,10.764552,ErgoGroup,"[10.764552, 59.949679]","{'type': 'Point', 'coordinates': [10.764552, 59.949679]}",consulting,1972,q1,3700,q4,others,big company
1660,Stavanger,NOR,58.900822,5.705778,ErgoGroup,"[5.705778, 58.900822]","{'type': 'Point', 'coordinates': [5.705778, 58.900822]}",consulting,1972,q1,3700,q4,others,big company
1661,Mahwha,USA,41.104239,-74.164501,LifePsychic,"[-74.164501, 41.104239]","{'type': 'Point', 'coordinates': [-74.164501, 41.104239]}",web,2007,q2,15,q3,tech,small company
1662,Cambridge,USA,42.369007,-71.110276,GenArts,"[-71.110276, 42.369007]","{'type': 'Point', 'coordinates': [-71.110276, 42.369007]}",games_video,1996,q1,15,q3,gaming,small company
1663,Chicago,USA,41.895858,-87.635153,The Onion,"[-87.635153, 41.895858]","{'type': 'Point', 'coordinates': [-87.635153, 41.895858]}",other,1988,q1,130,q4,others,mid company
1664,Palo Alto,USA,37.794043,-122.39736,OpenDrive,"[-122.39736, 37.794043]","{'type': 'Point', 'coordinates': [-122.39736, 37.794043]}",software,2008,q3,25,q3,tech,small company
1665,Bethesda,USA,38.984881,-77.092694,Honesty Online,"[-77.092694, 38.984881]","{'type': 'Point', 'coordinates': [-77.092694, 38.984881]}",security,2005,q2,12,q3,others,small company
1666,Woburn,USA,42.526495,-71.189337,Talance,"[-71.189337, 42.526495]","{'type': 'Point', 'coordinates': [-71.189337, 42.526495]}",public_relations,2000,q1,5,q2,others,small company
1667,Richmond,USA,37.747342,-84.294064,Coomer Media Group,"[-84.294064, 37.747342]","{'type': 'Point', 'coordinates': [-84.294064, 37.747342]}",consulting,2007,q2,6,q2,others,small company
1668,Arlington,USA,42.414167,-71.167163,ModelSheet Software,"[-71.167163, 42.414167]","{'type': 'Point', 'coordinates': [-71.167163, 42.414167]}",software,2007,q2,3,q1,tech,small company
1669,Zurich,CHE,47.384199,8.492452,Wuala,"[8.492452, 47.384199]","{'type': 'Point', 'coordinates': [8.492452, 47.384199]}",software,2007,q2,14,q3,tech,small company
1670,Chicago,USA,41.87675,-87.640458,SAVO,"[-87.640458, 41.87675]","{'type': 'Point', 'coordinates': [-87.640458, 41.87675]}",software,1999,q1,130,q4,tech,mid company
1671,Red Bank,USA,40.356745,-74.075105,Rootdown,"[-74.075105, 40.356745]","{'type': 'Point', 'coordinates': [-74.075105, 40.356745]}",web,2006,q2,5,q2,tech,small company
1672,Los Angeles,USA,34.048545,-118.339502,Rootdown,"[-118.339502, 34.048545]","{'type': 'Point', 'coordinates': [-118.339502, 34.048545]}",web,2006,q2,5,q2,tech,small company
1673,Amersham,GBR,51.678254,-0.572355,Sportstation,"[-0.572355, 51.678254]","{'type': 'Point', 'coordinates': [-0.572355, 51.678254]}",games_video,2007,q2,1,,gaming,small company
1674,,IND,19.017656,72.856178,IdeaFry,"[72.856178, 19.017656]","{'type': 'Point', 'coordinates': [72.856178, 19.017656]}",network_hosting,2008,q3,5,q2,others,small company
1675,Belfast,GBR,54.597233,-5.87908,Instil Software,"[-5.87908, 54.597233]","{'type': 'Point', 'coordinates': [-5.87908, 54.597233]}",software,2005,q2,5,q2,tech,small company
1676,Dhaka,BGD,23.797333,90.401432,IBTgames,"[90.401432, 23.797333]","{'type': 'Point', 'coordinates': [90.401432, 23.797333]}",games_video,2008,q3,11,q3,gaming,small company
1677,Worcester,USA,42.23988,-71.839344,IBTgames,"[-71.839344, 42.23988]","{'type': 'Point', 'coordinates': [-71.839344, 42.23988]}",games_video,2008,q3,11,q3,gaming,small company
1678,Delft,NLD,52.004819,4.35927,WebMedic,"[4.35927, 52.004819]","{'type': 'Point', 'coordinates': [4.35927, 52.004819]}",web,2007,q2,5,q2,tech,small company
