,Year,Country,Area,Injury,Fatal
583,2012,AUSTRALIA,Queensland,Lacerations to left calf,N
584,2012,USA,Florida,Left forearm bitten,N
585,2012,USA,Florida,Bitten on ankle,N
586,2012,USA,Florida,Bitten on calf,N
588,2012,AUSTRALIA,Victoria,Superficial lacerations to right side of face PROVOKED ACCIDENT,N
590,2012,USA,Florida,Lacerations to left calf,N
593,2012,USA,Florida,Laceration to right foot when he struck a shark PROVOKED INCIDENT,N
594,2012,AUSTRALIA,New South Wales,Laceration to left foot,N
595,2012,SOUTH AFRICA,Western Cape Province,"No injury to occupants, boat damaged",N
596,2012,AUSTRALIA,Queensland,"No injury, but fin lost from surfboard",N
598,2012,USA,Hawaii,"No injury, shark bit swim fin",N
599,2012,AUSTRALIA,Western Australia,Lacerations to right forearm,N
601,2012,AUSTRALIA,New South Wales,Lacerations to thigh,N
602,2012,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
603,2012,USA,Oregon,"No injury, surfboard damaged",N
604,2012,AUSTRALIA,New South Wales,Right forearm and wrist injured,N
605,2012,AUSTRALIA,Queensland,"No injury, punctures to swim fin",N
606,2011,USA,Florida,Hand injured,N
609,2011,USA,Florida,Laceration to ankle,N
610,2011,USA,Hawaii,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",N
611,2011,SOUTH AFRICA,Eastern Cape Province,No injury but kayak dented,N
612,2011,AUSTRALIA,New South Wales,5 puncture wounds to thigh,N
613,2011,SOUTH AFRICA,KwaZulu-Natal,"No injury, ski damaged",N
614,2011,AUSTRALIA,New South Wales,Minor injuries to left leg ,N
615,2011,USA,Oregon,Minor injury to calf ,N
616,2011,AUSTRALIA,Queensland,Killed by a shark or crocodile.,Y
617,2011,AUSTRALIA,New South Wales,Torn shoulder ligament as result of collision with shark,N
619,2011,AUSTRALIA,Queensland,Puncture marks to foot,N
620,2011,USA,California,"No injury, kayak bitten",N
624,2011,USA,California,"Lacerations to right wrist, foream & neck",N
626,2011,SOUTH AFRICA,KwaZulu-Natal,Arm bitten by captive shark PROVOKED INCIDENT,N
627,2011,AUSTRALIA,Western Australia,FATAL,Y
628,2011,USA,Oregon,"No injury, shark bit surfboard",N
629,2011,AUSTRALIA,Victoria,Small bruise to calf,N
630,2011,USA,Florida,Foot bitten,N
631,2011,USA,Oregon,No injury,N
632,2011,AUSTRALIA,Western Australia,FATAL,Y
634,2011,USA,Florida,Minor injury to thigh,N
635,2011,USA,Alabama,Lacerations to right wrist and middle finger,N
636,2011,USA,Puerto Rico,Lacerations to lower right leg ,N
638,2011,SOUTH AFRICA,Western Cape Province,"Right leg severed, left leg lacerated",N
639,2011,USA,Florida,Laceration to left thigh,N
640,2011,USA,South Carolina,Laceration to left thigh,N
641,2011,USA,Hawaii,"No injury, canoe bitten by shark",N
644,2011,USA,Florida,Lacerations to arm,N
645,2011,USA,California,"No injury, board bitten",N
647,2011,USA,Hawaii,"No injury, shark bit surfboard",N
648,2011,AUSTRALIA,Western Australia,FATAL,Y
649,2011,USA,Florida,Lacerations to ankle & foot,N
650,2011,USA,Florida,Lacerations to lower leg,N
651,2011,AUSTRALIA,Queensland,FATAL,Y
652,2011,USA,Texas,"Lacerations to anterior left shin, abrasion to posteior right leg",N
654,2011,USA,North Carolina,Lacerations to foot,N
655,2011,USA,North Carolina,Heel bitten,N
656,2011,SOUTH AFRICA,Western Cape Province,FATAL,Y
658,2011,USA,North Carolina,Lacerations to foot,N
659,2011,USA,North Carolina,Abrasions to left hand,N
662,2011,USA,Puerto Rico,Lacerations to  lower right leg and foot,N
664,2011,USA,South Carolina,Puncture wounds to foot,N
665,2011,USA,North Carolina,Lower right leg bitten,N
669,2011,USA,New Jersey,"No injury, shark bit boot",N
670,2011,SOUTH AFRICA,Eastern Cape Province,Upper left arm & right leg bitten,N
671,2011,USA,North Carolina,Lower right leg & foot bitten,N
673,2011,USA,Texas,Lacerations to left foot,N
675,2011,USA,Texas,Foot bitten,N
676,2011,USA,Texas,Lacerations to right foot,N
681,2011,SOUTH AFRICA,KwaZulu-Natal,Lacerations to left leg and hands,N
682,2011,USA,North Carolina,Ankle bitten,N
683,2011,USA,California,Shark leapt onto surfboard; surfer uninjured ,N
684,2011,USA,Florida,Lacerations to foot and ankle,N
689,2011,USA,Florida,Lacerations to right calf,N
691,2011,USA,California,"No injury, minor damage to wetsuit",N
692,2011,USA,Florida,Puncture wound to calf,N
694,2011,USA,Texas,Lacerations & punctures to right thigh ,N
695,2011,SOUTH AFRICA,Western Cape Province,"No injury, board bumped by shark",N
696,2011,USA,Hawaii,"No injury, board bitten",N
697,2011,USA,Hawaii,"No injury, board bitten",N
699,2011,SOUTH AFRICA,KwaZulu-Natal,"Thigh bitten, FATAL",Y
700,2011,USA,Florida,Lacerations to left foot & ankle,N
701,2011,USA,Florida,Minor injury; puncture wounds to calf,N
702,2011,USA,Florida,Laceration to arm by captive shark PROVOKED INCIDENT,N
704,2011,SOUTH AFRICA,KwaZulu-Natal,Calf bitten,N
705,2011,USA,Florida,Calf bitten,N
706,2011,AUSTRALIA,Western Australia,Heel bitten,N
707,2011,USA,Florida,Minor puncture wounds,N
711,2011,USA,Texas,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,N
713,2011,AUSTRALIA,New South Wales,Severe injury to left forearm,N
716,2011,AUSTRALIA,New South Wales,"Severe injuries to head, neck, shoulder & upper left arm",N
718,2011,AUSTRALIA,New South Wales,"No injury, surboard broken",N
719,2011,AUSTRALIA,Queensland,Lacerations to right hand by hooked shark PROVOKED INCIDENT,N
722,2011,AUSTRALIA,South Australia,FATAL,Y
723,2011,AUSTRALIA,Queensland,Lacerations to calf by hooked shark PROVOKED INCIDENT,N
724,2011,AUSTRALIA,Western Australia,Arm bitten,N
726,2011,SOUTH AFRICA,Eastern Cape Province,Right leg bitten,N
730,2011,AUSTRALIA,New South Wales,Lacerations to both legs,N
731,2011,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
733,2011,AUSTRALIA,Western Australia,"No injury, shark nudged boat and bit propeller",N
734,2010,USA,Hawaii,"Lacerations to his lower left leg, calf, foot & ankle",N
736,2010,USA,Hawaii,Lacerations to right foot,N
744,2010,AUSTRALIA,Western Australia,Death may have been due to drowning,Y
745,2010,USA,Palmyra Atoll,Head bitten by netted shark PROVOKED INCIDENT,N
748,2010,AUSTRALIA,Western Australia,No injury to occupant. Shark rammed bottom of the boat,N
749,2010,AUSTRALIA,Western Australia,Torso and left buttock bitten,N
750,2010,AUSTRALIA,Western Australia,"No injury, shark head-butted diver's thigh",N
751,2010,USA,Oregon,No injury to surfer,N
753,2010,USA,Maine,"No injury to diver, shark bit his video camera",N
754,2010,AUSTRALIA,Western Australia,Lacerations to lower right leg,N
755,2010,USA,California,FATAL,Y
757,2010,AUSTRALIA,New South Wales,Foot bitten,N
760,2010,SOUTH AFRICA,Western Cape Province,3 lacerations to foot,N
761,2010,USA,Oregon,"No injury, surfboard rammed",N
762,2010,USA,Virginia,Bite to left ankle and knee,N
763,2010,SOUTH AFRICA,Western Cape Province,FATAL,Y
764,2010,AUSTRALIA,New South Wales,Lacerations and puncture wounds to leg and foot,N
765,2010,USA,Florida,Lacerations to left wrist,N
767,2010,USA,Florida,"No injury, shark charged surfboard",N
768,2010,USA,Florida,Lacerations to right  hand ,N
769,2010,USA,Florida,Left thigh bitten,N
772,2010,USA,Florida,Minor injuries to foot,N
773,2010,AUSTRALIA,Western Australia,FATAL,Y
774,2010,USA,California,"No injury, kayak bitten",N
775,2010,AUSTRALIA,Queensland,Leg bitten by hooked shark PROVOKED INCIDENT,N
777,2010,AUSTRALIA,New South Wales,Left foot bitten,N
778,2010,USA,North Carolina,Left foot bitten,N
780,2010,USA,Florida,Minor abrasions to legs when she was lifted on the back of a large marine animal,N
781,2010,USA,California,"No injury, kayak bitten",N
782,2010,USA,Florida,Lacerations to forearm,N
783,2010,USA,South Carolina,Lacerations to right lower leg,N
784,2010,USA,Florida,Left foot bitten,N
785,2010,USA,South Carolina,Minor lacerations to left calf,N
786,2010,USA,North Carolina,Lacerations to right forearm,N
787,2010,USA,Florida,Minor lacerations to right foot,N
789,2010,USA,Texas,Leg bitten,N
790,2010,USA,Florida,Small laceration to forearm from netted shark  PROVOKED INCIDENT,N
791,2010,SOUTH AFRICA,KwaZulu-Natal,Left leg bitten,N
792,2010,USA,New York,Laceration to right bicep by hooked shark PROVOKED INCIDENT,N
793,2010,USA,California,Laceration to left foot,N
794,2010,USA,California,"No injury, board bumped by shark",N
795,2010,USA,Texas,Lacerations to right foot,N
796,2010,USA,South Carolina,Laceration to leg,N
797,2010,USA,North Carolina,Laceration to left foot,N
799,2010,USA,Florida,Lacerations to left calf and foot,N
800,2010,AUSTRALIA,Western Australia,Severe laceration to right knee,N
801,2010,USA,Florida,Lacerations to left foot,N
802,2010,USA,Florida,Laceration to left calf by hooked shark PROVOKED INCIDENT,N
805,2010,AUSTRALIA,New South Wales,Superficial lacerations to lower left leg,N
807,2010,USA,Florida,Minor puncture wounds to right ankle,N
808,2010,USA,Florida,Arm bitten PROVOKED INCIDENT ,N
809,2010,USA,Hawaii,"No injury, surfboard bitten",N
810,2010,SOUTH AFRICA,Eastern Cape Province,Both feet bitten,N
814,2010,SOUTH AFRICA,Eastern Cape Province,Lacerations to right leg,N
816,2010,AUSTRALIA,Queensland,Lacerations to legs & buttocks,N
817,2010,AUSTRALIA,New South Wales,"Minor injury, lacerations to left lower leg",N
819,2010,AUSTRALIA,New South Wales,"No injury, shark & board collided",N
820,2010,USA,Florida,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,N
822,2010,USA,Florida,FATAL,Y
825,2010,AUSTRALIA,Queensland,"No injury, surfboard bitten",N
827,2010,AUSTRALIA,Victoria,Lacerations to right hand ,N
828,2010,SOUTH AFRICA,Western Province,FATAL,Y
829,2010,AUSTRALIA,Torres Strait,2 sets of minor lacerations below her right knee,N
833,2010,USA,Florida,Lacerations to  arm,N
834,2010,SOUTH AFRICA,Eastern Province,"No injury, reportedly knocked of his board by a shark",N
835,2009,SOUTH AFRICA,Eastern Cape  Province,Lacerations to  left foot,N
836,2009,AUSTRALIA,New South Wales,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,N
838,2009,AUSTRALIA,Queensland,"No injury to occupants, kayak bumped by shark",N
839,2009,AUSTRALIA,Queensland,Lacerations to hand & forearm,N
840,2009,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
841,2009,SOUTH AFRICA,KwaZulu-Natal,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",N
843,2009,AUSTRALIA,New South Wales,Laceration to big toe,N
844,2009,AUSTRALIA,New South Wales,No injury to occupants; shark bit steering oar,N
845,2009,USA,New Jersey,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,N
846,2009,USA,California,Puncture wounds to right foot,N
847,2009,USA,Florida,Left foot bitten,N
848,2009,USA,California,Puncture wounds and minor lacerations to dorsal surface of his left hand,N
849,2009,USA,Florida,Foot bitten,N
850,2009,USA,Florida,Foot bitten,N
851,2009,USA,Florida,Foot bitten,N
852,2009,AUSTRALIA,South Australia,Ankle bitten,N
853,2009,USA,California,"No injury, board broken in half",N
854,2009,AUSTRALIA,Victoria,"No injury, shark bit kayak",N
856,2009,AUSTRALIA,New South Wales,"No injury, shark bit rear of paddleboard",N
857,2009,USA,California,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",N
858,2009,USA,Hawaii,Bitten on upper right thigh & right ankle,N
861,2009,AUSTRALIA,Western Australia,Severe lacerations to lower right leg,N
862,2009,USA,California,Laceration to shin of left leg,N
864,2009,USA,Florida,Laceration to right foot,N
868,2009,USA,North Carolina,FATAL,Y
872,2009,USA,California,No injury,N
873,2009,SOUTH AFRICA,Western Cape Province,FATAL,Y
874,2009,USA,California,Puncture wounds to left foot & calf,N
875,2009,SOUTH AFRICA,KwaZulu-Natal,"No injury, shark bit bodyboard",N
876,2009,USA,Florida,Puncture marks on left foot,N
877,2009,USA,Hawaii,"No injury, surfboard bitten",N
878,2009,USA,Louisiana,Right ankle & foot bitten,N
880,2009,AUSTRALIA,New South Wales,Left forearm grazed & puncture marks in wetsuit,N
883,2009,USA,Texas,Lacerations to anterior left lower leg,N
885,2009,USA,North Carolina,Laceration to left foot,N
886,2009,USA,Florida,Laceration to lower right leg,N
889,2009,USA,California,"No injury, shark collided with surfer & board",N
890,2009,SOUTH AFRICA,Western Cape Province,Leg bitten,N
891,2009,USA,Florida,Right ankle bitten,N
892,2009,USA,Florida,Thigh injured by hooked shark PROVOKED INCIDENT,N
893,2009,AUSTRALIA,New South Wales,2-inch laceration to upper left arm,N
894,2009,USA,California,Puncture wounds to foot,N
895,2009,USA,Florida,2-inch laceration to upper left arm,N
901,2009,USA,Florida,Right foot bitten,N
902,2009,USA,Florida,Lacerations to left leg & foot,N
903,2009,USA,Florida,Lacerations to right foot,N
904,2009,USA,Florida,Lacerations to right hand,N
907,2009,USA,Florida,Multiple lacerations to right foot & ankle,N
908,2009,USA,California,No injury,N
909,2009,USA,Florida,3 puncture wounds to posterior right ankle,N
911,2009,USA,Florida,Left foot bitten,N
912,2009,AUSTRALIA,New South Wales,"No injury, catapulted into the water & ski damage",N
913,2009,USA,Florida,Laceration to forearm,N
914,2009,USA,Hawaii,Missing,N
915,2009,SOUTH AFRICA,KwaZulu-Natal,Body not recovered,Y
916,2009,USA,California,Shark struck him but the diver was not injured,N
917,2009,USA,Florida,Lacerations to right foot and ankle,N
918,2009,SOUTH AFRICA,Eastern Cape Province,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N
919,2009,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
920,2009,AUSTRALIA,New South Wales,"Laceration to right foot, puncture wounds to calf",N
921,2009,AUSTRALIA,New South Wales,"No injury, shark damaged surfboard",N
922,2009,AUSTRALIA,New South Wales,"No injury, shark bit nose of surfboard",N
923,2009,USA,Florida,Minor bite to ankle,N
925,2009,USA,Hawaii,"Minor injury, bite chest and left calf",N
926,2009,AUSTRALIA,Western Australia,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N
928,2009,SOUTH AFRICA,Western Cape Province,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N
930,2009,AUSTRALIA,New South Wales,Lacerations to leg,N
931,2009,AUSTRALIA,Queensland,Severe laceration to finger,N
932,2009,AUSTRALIA,New South Wales,"No injury to surfer, but the nose of his board was broken",N
933,2009,AUSTRALIA,New South Wales,Severe injury to hand ,N
934,2009,AUSTRALIA,New South Wales,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N
935,2009,USA,Puerto Rico,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Y
936,2009,AUSTRALIA,New South Wales,"No injury, surfboard dented",N
937,2009,AUSTRALIA,New South Wales,"No injury, flung from surfboard by the shark",N
942,2009,AUSTRALIA,New South Wales,Hand injured,N
943,2009,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
945,2009,AUSTRALIA,Victoria,"No injury to occupants, shark bit propeller",N
947,2009,SOUTH AFRICA,Western Cape Province,FATAL,Y
948,2009,AUSTRALIA,New South Wales,Puncture wounds to right calf,N
949,2009,AUSTRALIA,Tasmania,Severe lacerations to right leg,N
950,2009,AUSTRALIA,New South Wales,Left thigh severely bitten,N
955,2008,AUSTRALIA,Western Australia,"Reports said a shark attacked the dinghy, but Vickery said it did not",N
956,2008,AUSTRALIA,Tasmania,No injury to occupants -  shark became entangled in aft rudder,N
957,2008,AUSTRALIA,New South Wales,"No injury, shark tore his swim fin",N
958,2008,AUSTRALIA,New South Wales,"No injury, shark struck kayak, catapulting him into the water",N
959,2008,AUSTRALIA,Western Australia,FATAL,Y
960,2008,USA,California,"No injury, shark struck paddle",N
962,2008,SOUTH AFRICA,Western Cape Province,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N
963,2008,AUSTRALIA,New South Wales,Shark bit boats sea anchor,N
968,2008,AUSTRALIA,South Australia,"No injury to occupant, shark bit dinghy & motor",N
971,2008,AUSTRALIA,New South Wales,Small laceration to head from captive shark,N
973,2008,AUSTRALIA,Northern Territory,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N
974,2008,AUSTRALIA,New South Wales,"No injury, board damaged",N
975,2008,USA,Florida,Lacerations,N
977,2008,USA,Florida,Small puncture wounds to the heel of left foot,N
978,2008,USA,Florida,Right foot bitten,N
979,2008,AUSTRALIA,Northern Territory,Right hand lacerated by netted shark PROVOKED INCIDENT,N
980,2008,USA,Florida,Lacerations to foot,N
981,2008,USA,Hawaii,Bitten on right thigh & calf,N
982,2008,USA,California,"No injury to surfer, board bitten",N
983,2008,AUSTRALIA,New South Wales,Shark became tangled in his surfboard leash. The surfer was not injured,N
984,2008,USA,Florida,Minor injury to foot,N
985,2008,USA,Florida,Minor injury to foot,N
986,2008,USA,Florida,Shark bumped right ankle,N
987,2008,USA,Florida,Right hand bitten,N
988,2008,AUSTRALIA,New South Wales,"No injury, bumped off board by the shark",N
989,2008,USA,Hawaii,Death was probably due to drowning,Y
991,2008,USA,Florida,Superfical cut to left ankle,N
992,2008,USA,Florida,Lacerations to lower left leg,N
993,2008,USA,Florida,Minor injury to left foot,N
994,2008,USA,North Carolina,Calf bitten,N
995,2008,USA,Florida,3 lacerations to forearm,N
996,2008,USA,South Carolina,Minor injuries,N
997,2008,USA,US Virgin Islands,Severe lacerations to left foot,N
998,2008,USA,Florida,Puncture wounds & 3-inch laceration to right calf,N
999,2008,USA,Hawaii,"No injury, shark grabbed his bag of fish",N
1000,2008,AUSTRALIA,Victoria,"No injury, surfboard leash severed",N
