,Year,Species,Injury,Injury_Class,Fatal (Y/N)
2059,1978,Other,"Human head recovered from 3 m [10'] tiger sharks gut, probable drowning / scavenging",3,N
2060,1977,Tiger,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",3,N
2061,1977,White,No injury to occupant: shark bit boat's port chine,3,N
2062,1977,Other,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,2,N
2063,1977,White,"No injury, shark bit speargun & pushed diver through the water",0,N
2064,1977,White,"Board rammed &  bitten, left thigh lacerated",3,N
2065,1977,White,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",3,N
2066,1977,White,Leg lacerated,3,N
2067,1977,Other,Lacerations to hip and leg,2,N
2068,1977,Bull,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",3,N
2069,1977,Bull,Lacerations to wrist,2,N
2070,1977,Mako,Lombard's thigh was lacerated by shark that leapt into boat ,2,N
2071,1977,Other,Arm bitten,3,N
2072,1977,Other,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",3,N
2073,1977,Other,Shark involvement prior to death was unconfirmed,3,N
2074,1976,White,Buttocks & hip bitten,2,N
2075,1976,White,Torso bitten,3,N
2076,1976,Other,"Missing, believed taken by a shark, but not confirmed",3,N
2077,1976,Bull,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",3,N
2078,1976,Other,Laceration to foot,2,N
2079,1976,White,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",3,N
2080,1976,White,"No injury to occupants, shark leapt on bow of boat",0,N
2081,1976,White,Leg bitten ,3,N
2082,1976,White,Left thigh lacerated,3,N
2083,1976,Other,"Right leg bitten below the knee, left ankle & foot lacerated",3,N
2084,1976,Tiger,Laceration to left lower leg,2,N
2085,1976,White,"No injury, board bitten",0,N
2086,1976,Other,"""lost part of a finger""",3,N
2087,1976,Other,Lacerations to right arm,2,N
2088,1976,Other,Leg & foot bitten,2,N
2089,1976,Blue,Shark rammed boat PROVOKED INCIDENT,3,N
2090,1976,Other,"Shark jumped in boat, hitting her in the face & knocking her unconscious",3,N
2091,1976,Mako,"Shark following hooked fish, rammed & holed boat",3,N
2092,1976,Other,"Possible drowning victim, remains retrieved from 400-lb shark caught by fishermen on 28-Apr-1976",3,N
2093,1976,Other,"No injury to occupants, shark buckled prop shaft",0,N
2094,1976,White,Shark breached hull of boat,3,N
2095,1976,White,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",3,N
2096,1976,White,"No injury to occupants, shark rammed bow, driving its head into the hull",3,N
2097,1976,Other,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",3,N
2098,1976,White,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",3,N
2099,1976,Other,Puncture wounds to head & neck,3,N
2100,1976,Bronze,FATAL,4,Y
2101,1975,Other,"No injury, shark charged & rammed boat several times",0,N
2102,1975,White,Leg bitten,3,N
2103,1975,Nurse,Tooth mark in left elbow PROVOKED INCIDENT,3,N
2104,1975,Other,Laceration to posterior thigh,2,N
2105,1975,Dusky,Left foot lacerated,3,N
2106,1975,Other,Foot bitten,2,N
2107,1975,Other,"""Tooth marks"" in left leg",3,N
2108,1975,Bronze,"Cracked jaw & broken tooth, shark took chunk out of surfboard",3,N
2109,1975,Other,UNKNOWN,2,N
2110,1975,Other,Right foot & ankle lacerated,3,N
2111,1975,White,Left leg & surfboard bitten,3,N
2112,1975,Other,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",3,N
2113,1975,White,"Shoulder, arm & hand lacerated",3,N
2114,1975,White,FATAL,4,Y
2115,1975,Other,Buttocks & leg bitten,3,N
2116,1975,White,Legs bitten,3,N
2117,1975,White,"No injury, swim fin torn",0,N
2118,1975,Other,Arm lacerated,3,N
2119,1975,Other,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,3,N
2120,1975,Other,Lacerations to right foot,2,N
2121,1975,Other,The press reported this as an attack by a white shark but the diver was the agressor,3,N
2122,1975,Other,Probable drowning / scavenging,3,N
2123,1975,White,"No injury, rammed by shark",0,N
2124,1975,Other,Probable drowning / scavenging by a white shark,3,N
2125,1975,Other,Left leg & foot bitten,3,N
2126,1975,Bronze,Laceration to thigh by captive shark PROVOKED INCIDENT,2,N
2127,1975,Other,Left leg bitten  PROVOKED INCIDENT,3,N
2128,1975,Other,Foot severed,3,N
2129,1975,Mako,Shark bit rudder & hull,3,N
2130,1975,White,FATAL,4,Y
2131,1975,Carpet,Puncture wounds to right shoulder,3,N
2132,1975,Copper,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,3,N
2133,1975,Blue,Laceration to right ankle,2,N
2134,1974,White,"Thigh, lower back and surfboard bitten",3,N
2135,1974,White,Major injuries,3,N
2136,1974,Mako,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",3,N
2137,1974,White,Minor injuries to hand,1,N
2138,1974,White,Minor bite on foot & swimfin,1,N
2139,1974,White,No injury,0,N
2140,1974,White,FATAL,4,Y
2141,1974,White,Minor injuries to hand,1,N
2142,1974,White,Minor bite on heel & swim fin bitten,2,N
2143,1974,Other,FATAL,4,Y
2144,1974,Other,FATAL,4,Y
2145,1974,White,Leg bitten,3,N
2146,1974,Other,Left knee lacerated,3,N
2147,1974,Dusky,Right foot lacerated,3,N
2148,1974,Other,"No injury, surfboard bitten",0,N
2149,1974,White,"No injury to occupant, shark holed boat",0,N
2150,1974,White,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline",0,N
2151,1974,White,"No injury,  shark leapt into boat & bit one of the boat's seats",3,N
2152,1974,Other,2 minor lacerations in foot,1,N
2153,1974,White,FATAL,4,Y
2154,1974,Other,Knee & calf lacerated,3,N
2155,1974,Bronze,8 to 10 puncture marks around knee,3,N
2156,1973,Bull,Left hand & forearm lacerated,3,N
2157,1973,White,FATAL,4,Y
2158,1973,Tiger,Massive wound on right thigh with femur exposed,3,N
2159,1973,Other,Right foot severed,3,N
2160,1973,Blacktip,Elbow bitten,2,N
2161,1973,Blacktip,Hip bruised,3,N
2162,1973,Other,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,3,N
2163,1973,Other,Leg bitten,3,N
2164,1973,Tiger,"No injury, shark grabbed scuba tank and descended to 110' before releasing him ",3,N
2165,1973,Grey,Hand & right shoulder lacerated,3,N
2166,1972,Other,"Hip, leg, arm, hand & shoulder bitten",3,N
2167,1972,White,"No injury, swim fin bitten",0,N
2168,1972,Bronze,Lacerations to thigh & buttocks,2,N
2169,1972,White,FATAL,4,Y
2170,1972,White,Legs & board bitten,3,N
2171,1972,Other,Feet injured,3,N
2172,1972,Other,Forearm bitten,3,N
2173,1972,White,Left foot bitten,3,N
2174,1972,Other,Sharks reportedly bit legs & fins ,3,N
2175,1972,Other,Buttocks bitten,2,N
2176,1972,White,Bitten on legs & buttock,3,N
2177,1972,Grey,Thigh bitten,2,N
2178,1972,Tiger,FATAL,4,Y
2179,1972,Other,Laceration above knee,2,N
2180,1972,Zambesi,Foot bitten,2,N
2181,1972,White,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",3,N
2182,1972,White,Shoulder injured,3,N
2183,1972,Grey,Right hand & torso lacerated,3,N
2184,1971,White,Right forearm bitten,3,N
2185,1971,Other,"Right shoulder, arm & hand bitten",3,N
2186,1971,Other,Wrist & hand lacerated,3,N
2187,1971,White,Bitten on legs,3,N
2188,1971,White,FATAL,4,Y
2189,1971,Nurse,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,3,N
2190,1971,White,"Major injuries to head, buttocks & back",3,N
2191,1971,White,Leg & surfboard bitten,3,N
2192,1971,Other,"No injury, said to have been attacked by shark but drove it away with a lobster hook",0,N
2193,1971,Other,Right foot bitten,2,N
2194,1971,White,FATAL,4,Y
2195,1971,White,Lacerations to left leg ,2,N
2196,1971,White,Severe lacerations to thigh,3,N
2197,1970,Other,Laceration to thigh,2,N
2198,1970,Other,Lacerations & punctures to right arm & shoulder ,2,N
2199,1970,Other,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",3,N
2200,1970,Other,Foot lacerated,3,N
2201,1970,Other,"Sharks scavenged on bodies, but no record of them injuring survivors ",3,N
2202,1970,Mako,Finger or toe severed,3,N
2203,1970,Other,Bitten on calf by hooked shark PROVOKED INCIDENT,3,N
2204,1970,Other,2 cm laceration on knee PROVOKED INCIDENT,2,N
2205,1970,Wobbegong,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT,3,N
2206,1970,Wobbegong,No details,3,N
2207,1970,Other,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered. ",3,N
2208,1970,Carpet,Lacerations to lower leg,2,N
2209,1970,Zambesi,Leg severed at knee,3,N
2210,1970,Zambesi,"Arm severed, thigh bitten",3,N
2211,1970,Blue,Leg bitten,3,N
2212,1970,Blue,Minor injury,1,N
2213,1970,White,No injury,0,N
2214,1970,White,No details,3,N
2215,1969,Other,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",3,N
2216,1969,White,No injury,0,N
2217,1969,White,Leg & ankle severely bitten,3,N
2218,1969,Other,Lacerations to right lower leg & left arm and hand,2,N
2219,1969,Nurse,Scrape on head. Recorded as PROVOKED INCIDENT,3,N
2220,1969,White,"Foot bitten, minor injury",2,N
2221,1969,Other,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,2,N
2222,1969,Nurse,Laceration to buttocks Recorded as PROVOKED INCIDENT,2,N
2223,1969,Other,No injury,0,N
2224,1969,Lemon,Laceration to foot from dead shark PROVOKED INCIDENT,2,N
2225,1969,Mako,Foot lacerated. Recorded as PROVOKED INCIDENT,2,N
2226,1969,White,Leg & surfboard bitten,3,N
2227,1969,Other,Lacerations to hand from hooked shark PROVOKED INCIDENT,2,N
2228,1969,Other,No details,3,N
2229,1969,Carpet,Minor injury ,1,N
2230,1969,Other,"No injury to occupants, shark grabbed prop, Leodorn hit shark with oar, shark bit oar in half PROVOKED INCIDENT",3,N
2231,1968,Other,No injury,0,N
2232,1968,Nurse,Laceration to finger by a captive shark PROVOKED INCIDENT,2,N
2233,1968,White,"Hit in face by shark, arm abraded, surfboard bitten",3,N
2234,1968,White,Survived,3,N
2235,1968,Hammerhead,"No injury, left elbow & torso bumped by sharks",0,N
2236,1968,Other,No injury,0,N
2237,1968,Other,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",3,N
2238,1968,Other,Remains recovered days later from shark,3,N
2239,1968,Bull,Swim fin bitten,2,N
2240,1968,Other,UNKNOWN,2,N
2241,1968,White,FATAL,4,Y
2242,1968,Hammerhead,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",3,N
2243,1968,Other,Lacerations to head,2,N
2244,1968,White,Major injury to torso,3,N
2245,1968,Other,Swimfin & knee bitten,3,N
2246,1968,Other,No injury,0,N
2247,1968,Reef,"Bumped shoulder, bit head",3,N
2248,1968,Blue,Arm severely lacerated,3,N
2249,1968,Other,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",3,N
2250,1968,Other,Foot severely injured,3,N
2251,1968,Other,"Buttock, both legs & arm bitten",3,N
2252,1968,Bronze,Hand lacerated,3,N
2253,1968,Blue,Foot lacerated Recorded as PROVOKED INCIDENT,2,N
2254,1968,Other,Left thigh lacerated,3,N
2255,1968,Other,No injury,0,N
2256,1968,Other,Wrist bitten PROVOKED INCIDENT,3,N
2257,1968,Bronze,"No injury, speargun bitten",0,N
2258,1968,Other,"Recovered, said to involve a 1m nurse shark",3,N
2259,1968,Other,UNKNOWN,2,N
2260,1967,Other,Right ankle & foot bitten,2,N
2261,1967,Other,No injury,0,N
2262,1967,Nurse,Recorded as PROVOKED INCIDENT,3,N
2263,1967,Nurse,Arm lacerated,3,N
2264,1967,Other,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger sharks gut ",4,Y
2265,1967,Blacktip,Left foot bitten,3,N
2266,1967,Other,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,3,N
2267,1967,Other,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",3,N
2268,1967,Other,FATAL,4,Y
2269,1967,Blue,Nipped on shoulder by captive shark PROVOKED INCIDENT,3,N
2270,1967,White,FATAL,4,Y
2271,1967,Other,"Disappeared, no trace of men or equipment, shark attack considered",3,N
2272,1967,Nurse,Shark grasped thigh,3,N
2273,1967,Other,"No injury, shark struck camera",0,N
2274,1967,Other,Ankle bitten,2,N
2275,1967,Other,Incident not confirmed,3,N
2276,1967,Nurse,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",3,N
2277,1967,White,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",0,N
2278,1967,Bronze,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,3,N
2279,1967,Nurse,Recorded as PROVOKED INCIDENT,3,N
2280,1967,White,"Punctures in right buttock & thigh, abrasion on right forearm",3,N
2281,1967,Nurse,Speared shark lacerated his arm PROVOKED INCIDENT,3,N
2282,1967,Other,"Fatal or scavenging by ""a pack of sharks""",3,N
2283,1967,White,FATAL,4,Y
2284,1967,Other,Leg bitten,3,N
2285,1967,White,"Holed & sank boat, 1 man flung into water but ignored by the shark",3,N
2286,1967,Tiger,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",0,N
2287,1967,Other,Foot bitten when he kicked shark PROVOKED INCIDENT,3,N
2288,1966,Other,"6"" laceration to left forearm ",2,N
2289,1966,Nurse,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,3,N
2290,1966,Nurse,Right hand lacerated,3,N
2291,1966,Other,Right leg bitten,3,N
2292,1966,Other,FATAL,4,Y
2293,1966,Other,FATAL,4,Y
2294,1966,Other,FATAL,4,Y
2295,1966,Bronze,Shoulder lacerated,3,N
2296,1966,Other," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",2,N
2297,1966,Mako,No injury,0,N
2298,1966,Nurse,Abdomen abraded when he seized shark PROVOKED INCIDENT,3,N
2299,1966,Other,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",2,N
2300,1966,Other,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",3,N
2301,1966,Other,FATAL,4,Y
2302,1966,Other,FATAL,4,Y
2303,1966,White,FATAL,4,Y
2304,1966,Other,"No injury, but shark struck his calf",0,N
2305,1966,Other,Arm lacerated,3,N
2306,1966,Other,"No attack, no injury, shark took speared fish & approached diver closely ",3,N
2307,1966,Blacktip,"No injury, mother lifted him from the water",0,N
2308,1966,Tiger,Dorsum of right foot grazed,3,N
2309,1966,Other,"Arm bitten, PROVOKED INCIDENT",3,N
2310,1966,Other,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,3,N
2311,1966,Other,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,3,N
2312,1966,Hammerhead,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,3,N
2313,1966,Other,Punctures on  thigh & buttock,3,N
2314,1966,Other,Foot bitten,2,N
2315,1966,White,FATAL,4,Y
2316,1966,Other,"White shark, 3.7 m [12']  made threat display. No injury, no attack",3,N
2317,1966,White,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",3,N
2318,1966,White,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",3,N
2319,1966,Copper,Left leg lacerated by hooked shark  PROVOKED INCIDENT,3,N
2320,1966,White,"Hand, arm & thigh bitten",2,N
2321,1966,Wobbegong,Buttocks bitten,2,N
2322,1966,Other,FATAL,4,Y
2323,1966,Zambesi,Right calf lacerated,3,N
2324,1966,Carpet,"Lower leg nipped, arm bruised when he landed in boat",3,N
2325,1966,Other,Lower legs bitten,3,N
2326,1966,Hammerhead,Thigh gashed,3,N
2327,1966,Other,Minor lacerations & abrasions to lower leg. ,3,N
2328,1965,Carpet,Thigh & swim fin bitten,2,N
2329,1965,Grey,No injury,0,N
2330,1965,Other,No injury to occupants. Shark  gouged planks of boat,0,N
2331,1965,Other,FATAL,4,Y
2332,1965,Other,2 life preservers had been bitten by sharks,3,N
2333,1965,Nurse,Puncture wounds to right thigh,3,N
2334,1965,Other,Right arm & right leg bitten,3,N
2335,1965,Other,FATAL,4,Y
2336,1965,Other,FATAL,4,Y
2337,1965,Other,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",2,N
2338,1965,Other,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,3,N
2339,1965,Other,Leg & arm bitten,3,N
2340,1965,Other,"One man was lost, but he may have drowned",3,N
2341,1965,Lemon,Chest bitten PROVOKED INCIDENT,3,N
2342,1965,Other,Parallel lacerations on right calf. Thought to be a barracuda bite ,3,N
2343,1965,Other,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",3,N
2344,1965,,FATAL,4,Y
2345,1965,Bull,"Thighs abraded, puncture wounds in dorsal surface of left hand",3,N
2346,1965,Other,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,3,N
2347,1965,White,Left hand severely lacerated,3,N
2348,1965,Tiger,Right leg bitten,3,N
2349,1965,Blacktip,Left hand punctured & lacerated,3,N
2350,1965,Other,"All 16 onboard perished, recovery efforts hampered by sharks",3,N
2351,1965,Mako,Survived,3,N
2352,1965,Other,"Abdomen, buttock, thigh, arm & hand bitten",2,N
2353,1965,Other,Punctures on left thigh,3,N
2354,1965,Other,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",3,N
2355,1965,White,"No injury, ski bitten",0,N
2356,1965,Other,Thigh gashed,3,N
2357,1965,Other,FATAL,4,Y
2358,1965,Nurse,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",0,N
2359,1965,White,Leg bitten three times,3,N
2360,1965,Mako,Ankle and thigh bitten; shark made three strikes,3,N
2361,1965,Other,No details,3,N
2362,1964,Other,"Hand, ankle & calf lacerated",3,N
2363,1964,Other,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",3,N
2364,1964,Other,Survived,3,N
2365,1964,White,Left leg severed,3,N
2366,1964,White,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",3,N
2367,1964,Mako,"No injury to occupant, shark bit propeller of outboard motor",0,N
2368,1964,Other,"No injury to occupants, drove sharks away with paddles",0,N
2369,1964,Nurse,Abrasions & 11 teethmarks on right lower leg,3,N
2370,1964,Other,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",3,N
2371,1964,Other,Right thigh &  elbow bitten,2,N
2372,1964,Other,Right thigh bitten,2,N
2373,1964,Other,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,3,N
2374,1964,Other,"No injury,  bumped repeatedly",0,N
2375,1964,Hammerhead,"No injury, shark hit scuba tank",0,N
2376,1964,Other,Foot lacerated,3,N
2377,1964,Nurse,Arm lacerated by speared shark PROVOKED INCIDENT,2,N
2378,1964,Zambesi,"No injury, shark charged & impaled itself on spear",0,N
2379,1964,Other,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",0,N
2380,1964,White,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",3,N
2381,1964,Other,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",3,N
2382,1964,Other,"No injury to occupants, shark crashed through windshield of boat",0,N
2383,1964,Other,"No injury to occupant, shark lifted canoe's outrigger",3,N
2384,1964,Other,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",3,N
2385,1964,Lemon,No injury,0,N
2386,1964,Tiger,FATAL,4,Y
2387,1964,Other,FATAL,4,Y
2388,1964,Other,Left thigh lacerated,3,N
2389,1964,Other,"Minor injury, abdomen abraded when he collided with the shark",3,N
2390,1964,Other,Thigh & hand bitten,2,N
2391,1964,Tiger,Hooked shark bit boat PROVOKED INCIDENT,3,N
2392,1964,White,"No injury to diver, shark bit speargun",0,N
2393,1964,White,Right ankle lacerated,3,N
2394,1964,Other,Right leg & shoulder lacerated,3,N
2395,1964,White,FATAL,4,Y
2396,1964,Other,Body not recovered  / May have drowned prior to shark involvement,3,N
2397,1964,Other,"No injury to occupants , shark nudged oars",0,N
2398,1964,Hammerhead,No injury,0,N
2399,1964,White,"No injury to occupants, shark holed  boat",0,N
2400,1964,Wobbegong,Arm lacerated,3,N
2401,1964,White,Leg & thigh bitten,2,N
2402,1964,Tiger,FATAL,4,Y
2403,1964,Other,Lacerations and puncture wounds in right arm ,2,N
2404,1964,Other,No injury,0,N
2405,1963,Zambesi,"Right hand & foot severed, thigh & buttock lacerated",3,N
2406,1963,Other,"Lower leg bitten & foot severed, leg surgically amputated below knee",3,N
2407,1963,Other,"No injury, shark's tail struck his armpit",0,N
2408,1963,Other,"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",3,N
2409,1963,Dusky,Foot lacerated  PROVOKED INCIDENT,2,N
2410,1963,Wobbegong,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,3,N
2411,1963,White,Foot lacerated,3,N
2412,1963,Zambesi,FATAL,4,Y
2413,1963,White,Torso & hand lacerated,3,N
2414,1963,Tiger,FATAL,4,Y
2415,1963,Other,Hand & lower leg severely injured,3,N
2416,1963,Tiger,Left arm lacerated  PROVOKED INCIDENT,3,N
2417,1963,Tiger,Elbow bitten,2,N
2418,1963,White,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",3,N
2419,1963,Other,No injury PROVOKED INCIDENT,0,N
2420,1963,Other,Thigh lacerated ,3,N
2421,1963,Other,Left calf lacerated,3,N
2422,1963,Other,"Right thigh &  foot bruised, right calf  lacerated",3,N
2423,1963,White,FATAL,4,Y
2424,1963,Other,Numerous dusky sharks & a 3 m to 4.6 m [10' to 15']  tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s,3,N
2425,1963,Other,FATAL,4,Y
2426,1963,Other,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",3,N
2427,1963,Nurse,Minor injury to left forearm  PROVOKED INCIDENT,1,N
2428,1963,Other,FATAL,4,Y
2429,1963,Tiger,Upper left arm bitten,3,N
2430,1963,Other,"Cuts on right hand, PROVOKED INCIDENT",3,N
2431,1963,White,FATAL,4,Y
2432,1963,Other,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",3,N
2433,1963,Other,3 lacerations below right knee,3,N
2434,1963,Nurse,Foot lacerated by netted shark PROVOKED INCIDENT,2,N
2435,1963,Galapagos,FATAL,4,Y
2436,1963,Other,Arm bitten,3,N
2437,1963,Other,Left foot & leg bitten,3,N
2438,1963,Other,"May have drowned prior to shark involvement, partial remains recovered",3,N
2439,1963,Bronze,Left leg lacerated,3,N
2440,1963,White,Left arm bitten,3,N
2441,1963,Other,Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,3,N
2442,1963,Bull,FATAL,4,Y
2443,1963,Other,"9' shark in area when he disappeared, body not recovered",3,N
2444,1963,Other,"No injury to occupant, shark leapt inside boat",0,N
2445,1963,Nurse,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,3,N
2446,1963,Other,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,3,N
2447,1963,Other,Lacerations & punctures on left  forearm,2,N
2448,1963,Zambesi,Lacerations to right  arm,2,N
2449,1963,White,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,0,N
2450,1963,Zambesi,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",3,N
2451,1962,Dusky,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,3,N
2452,1962,White,FATAL,4,Y
2453,1962,Other,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",3,N
2454,1962,Other,"No injury, shark bit spear & dragged diver 90'",0,N
2455,1962,Other,"Skeletonized, except for head & feet. Possible drowning / scavenging",3,N
2456,1962,White,"Arm, hand, buttock, leg and thigh bitten",3,N
2457,1962,Blue,No injury to occupants. Shark rammed boat as they were pulling in a flathead,0,N
2458,1962,Other,FATAL,4,Y
2459,1962,Nurse,"No injury to occupant, shark ""nibbled"" at boat",2,N
2460,1962,Other,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,3,N
2461,1962,Blacktip,Left thigh & hand & speargun bitten,3,N
2462,1962,White,FATAL,4,Y
2463,1962,Other,"Details unknown, possibly a PROVOKED INCIDENT",3,N
2464,1962,Other,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,3,N
2465,1962,Other,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",3,N
2466,1962,Other,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",3,N
2467,1962,Other,FATAL,4,Y
2468,1962,Other,Left thigh & hand bitten,3,N
2469,1962,White,No injury,0,N
2470,1962,Other,Ankle bitten,2,N
2471,1962,Other,Lacerations on left foot & hand,2,N
2472,1962,Other,Right calf lacerated by boated shark PROVOKED INCIDENT,2,N
2473,1962,Blue,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",2,N
2474,1962,Other,No injury,0,N
2475,1962,Other,FATAL,4,Y
2476,1962,Other,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",0,N
2477,1962,Other,"8"" laceration on left calf",2,N
2478,1962,Bronze,FATAL,4,Y
2479,1962,Other,Right forearm bitten PROVOKED INCIDENT,3,N
2480,1962,Bronze,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",0,N
2481,1962,Zambesi,Left ankle & foot bitten,3,N
2482,1962,Other,Hooked shark bit boat PROVOKED INCIDENT,3,N
2483,1962,Other,Left foot bitten by hooked shark PROVOKED INCIDENT,3,N
2484,1962,Bronze,No injury to occupants. Shark holed boat & they swam 200 yards to shore,3,N
2485,1962,Bronze,FATAL,4,Y
2486,1962,Other,Torso lacerated,3,N
2487,1962,Other,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",3,N
2488,1962,Other,Middle finger of right hand lacerated,3,N
2489,1962,White,FATAL,4,Y
2490,1962,Other,Shin bitten,2,N
2491,1962,Other,"Left hand injured: gash on back of hand, toothmarks on palm",3,N
2492,1962,Bronze,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,3,N
2493,1962,Other,Possible drowning / post mortem scavenging by Zambesi shark,3,N
2494,1962,Other,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",0,N
2495,1962,White,Buttock bitten & major leg wound,3,N
2496,1962,Nurse,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,3,N
2497,1962,Bronze,Dorsum of foot lacerated & toe severed,3,N
2498,1962,Nurse,"No injury to occupant, shark bit propeller & lifted boat several feet",3,N
2499,1962,White,Left leg & buttocks bitten,3,N
2500,1962,Other,Right foot lacerated ,3,N
2501,1962,White,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,3,N
2502,1962,Other,"Remains recovered from 10' shark, but shark involvement prior to death unconfirmed",3,N
2503,1962,Other,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",3,N
2504,1962,Other,"2.5"" laceration on right hand",2,N
2505,1961,Other,FATAL,4,Y
2506,1961,Other,"Hand bitten, surgically amputated",3,N
2507,1961,Zambesi,Lower right leg & ankle bitten,3,N
2508,1961,Nurse,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",4,Y
2509,1961,Other,No injury to occupant; shark leapt into boat,0,N
